,feature,importance
7547,Cpr65Au,0.039640915
11835,RpL36A,0.039332133
13447,Vm26Ab,0.039217968
10889,ox,0.03897827
11844,RpL5,0.03872142
7489,COX7C,0.0383853
3501,CG2233,0.038342893
11813,RpL19,0.037604637
5725,CG44388,0.036648158
11910,RpS8,0.036611456
12464,SP,0.036476012
13069,trpl,0.0364409
7207,CG9676,0.0364235
6450,CG6770,0.036237717
10689,Obp56d,0.03608273
11891,RpS21,0.03602344
11909,RpS7,0.0357315
10375,ND-MLRQ,0.034344852
6680,CG7630,0.03421386
11842,RpL40,0.03413522
10385,ND5,0.034060884
11822,RpL27,0.03396342
11809,RpL15,0.033926822
11876,RpS10b,0.033799876
10381,ND2,0.033774942
11877,RpS11,0.03363385
13333,UQCR-6.4,0.033456996
11881,RpS15,0.033367738
11807,RpL13A,0.03332101
321,apolpp,0.033252012
1299,CG11368,0.03304606
11077,PGRP-SB1,0.03287775
11827,RpL30,0.03262165
3076,CG17108,0.032617424
346,Argk,0.032387156
13608,yip7,0.032216012
286,Anp,0.03207728
9369,Jon65Aiv,0.03206222
11911,RpS9,0.03205614
102,Act5C,0.031919386
11900,RpS28b,0.031906355
13336,UQCR-Q,0.031552516
138,Adhr,0.03155101
1545,CG12239,0.03091134
10716,Obp99c,0.030721853
11834,RpL36,0.030683085
11890,RpS20,0.030646767
9364,Jon25Biii,0.03044749
10386,ND6,0.030315623
11882,RpS15Aa,0.030101582
9136,IBIN,0.030040357
660,BomT2,0.029840134
12153,SERCA,0.029827213
8068,Drsl5,0.029609367
8150,Ebp,0.028748546
2243,CG14125,0.028662108
1169,CG10911,0.028412376
8178,eEF5,0.028150188
11824,RpL28,0.02811481
1048,CG10433,0.027934777
462,Atpalpha,0.027692074
9982,Mlc2,0.02757141
11803,RpL10Ab,0.027537633
11886,RpS18,0.027445866
11896,RpS27,0.027438903
11841,RpL4,0.02718975
11821,RpL26,0.027182454
7210,CG9686,0.027153693
6560,CG7203,0.02714231
11908,RpS6,0.026826112
7495,Cp18,0.026769672
11805,RpL12,0.026760306
11850,RpL9,0.026717026
8430,Fer1HCH,0.026643014
651,BomBc2,0.026508754
11894,RpS25,0.026336476
11801,RpL10,0.02621133
7584,cpx,0.02615756
482,AttC,0.026119933
10383,ND4,0.025929682
10206,MtnC,0.025739104
5842,CG4577,0.025485054
1577,CG12374,0.02540742
6358,CG6409,0.025326751
9627,levy,0.02528412
11804,RpL11,0.025108181
10673,Obp19d,0.025023311
474,ATPsynF,0.024908597
11880,RpS14a,0.024897827
4018,CG31775,0.024765516
10736,Oda,0.024665147
2291,CG14245,0.024636514
6193,CG5773,0.024532638
9318,IscU,0.02438392
2693,CG15201,0.024305947
8351,euc,0.024215998
8320,epsilonTry,0.024191346
9107,Hsp83,0.02407135
61,Acbp2,0.024055813
10582,nrv2,0.023923056
639,bnb,0.023893164
475,ATPsynG,0.023706406
5162,CG4250,0.023643939
635,blw,0.023497632
10828,Orcokinin,0.023264479
11014,Pepck1,0.023247724
1140,CG10799,0.023146424
3997,CG31705,0.023137346
12290,Sirup,0.022941472
11826,RpL3,0.022838902
9005,His3.3B,0.022729762
10583,nrv3,0.022657966
11846,RpL7,0.02261953
7486,COX6B,0.022588039
9087,Hsc70-4,0.022536747
10244,Mur18B,0.022528412
13119,Tsp42Ej,0.022210747
331,aqz,0.02215151
11879,RpS13,0.021979589
10395,Neb-cGP,0.021957261
661,BomT3,0.02185112
8925,Hasp,0.021779574
10914,pAbp,0.021705344
7026,CG8997,0.021643179
11907,RpS5b,0.02158199
11905,RpS4,0.021576308
10690,Obp56e,0.021363672
8592,Gapdh1,0.021308215
10360,ND-AGGG,0.021307634
10236,Muc68D,0.021248585
3184,CG17549,0.021242512
11889,RpS2,0.021197254
11851,RpLP0,0.02119057
12717,sun,0.020919543
2653,CG15098,0.020835167
11902,RpS3,0.020818083
12204,Sfp96F,0.020703241
12850,Tctp,0.020631561
3318,CG18180,0.020265156
177,Akh,0.020256033
3661,CG30197,0.020160295
6629,CG7409,0.020130595
7483,COX5B,0.020111183
827,cathD,0.019955663
465,ATPsynbeta,0.01978524
7482,COX5A,0.01976074
1170,CG10912,0.019724216
9093,Hsp22,0.019680379
8177,eEF2,0.019639917
79,Acp1,0.01963387
7490,COX8,0.019600267
11543,Rack1,0.019188523
8462,Fkbp12,0.019109398
7763,cype,0.019090591
5252,CG42704,0.019064708
12624,ssp7,0.019022554
7766,Cys,0.018990053
5526,CG43351,0.018889572
3845,CG31221,0.018757265
5497,CG43319,0.018692201
3996,CG31704,0.018632628
7859,Df31,0.01857405
12956,TM4SF,0.018504152
2988,CG16758,0.01848163
105,Act88F,0.018450346
7855,Desat1,0.01836468
8079,Dsk,0.018158745
6244,CG5945,0.01808642
7498,Cp36,0.018067034
2219,CG14075,0.018050056
7362,cib,0.018030483
11885,RpS17,0.017965985
470,ATPsynD,0.017929794
8174,eEF1beta,0.01764914
11849,RpL8,0.017565768
9362,Jon25Bi,0.017425274
7666,CycB,0.017308144
9415,kdn,0.017300783
10030,Mpcp2,0.017300483
5212,CG42613,0.017287122
5002,CG4000,0.017250841
11831,RpL34b,0.01722235
650,BomBc1,0.01721868
11815,RpL22,0.017145658
4731,CG34227,0.017123662
7774,Cyt-c-p,0.017001325
5717,CG44325,0.016936317
1917,CG13323,0.01687907
9981,Mlc1,0.016819496
5750,CG4461,0.016765565
13110,Tsp42Ea,0.016761364
8388,Fas1,0.016727922
7499,Cp38,0.016667431
464,ATPsynB,0.016654963
11819,RpL24,0.016643928
11906,RpS5a,0.016583681
480,AttA,0.016411517
7113,CG9336,0.01636848
13321,up,0.016251737
11810,RpL17,0.01619166
7211,CG9689,0.01610892
7121,CG9377,0.01608417
5921,CG4757,0.015946295
517,Bace,0.01586376
3558,CG2852,0.015856344
9096,Hsp27,0.015827877
8849,Gs2,0.015827198
7610,Crz,0.015790906
7212,CG9691,0.015524228
4255,CG32521,0.015516714
13331,UQCR-14,0.015493829
13065,trp,0.015261123
8663,Ggamma1,0.015233181
12441,Sodh-1,0.015209597
8568,Gad1,0.015153262
9331,Jafrac1,0.015127814
8373,fabp,0.015119365
516,Bacc,0.014919547
13584,Xrp1,0.01484679
7496,Cp19,0.014830723
64,Acbp5,0.014702705
9688,lost,0.0146797495
7036,CG9029,0.014659948
6734,CG7829,0.014612762
5222,CG42656,0.014575878
11766,roh,0.014485887
11669,Rh2,0.014384627
9173,Ilp2,0.014379286
11249,porin,0.014330837
6350,CG6357,0.014248456
4721,CG34215,0.014212844
10384,ND4L,0.01419027
8725,GNBP-like3,0.014171365
5687,CG44141,0.014143662
10205,MtnB,0.013991283
9199,inaF-B,0.013973652
2697,CG15209,0.013965702
6071,CG5273,0.013910004
11948,rtp,0.01388109
6342,CG6329,0.013689195
481,AttB,0.013587951
4930,CG3662,0.013476143
7480,COX4,0.013461073
3029,CG16926,0.013332418
4214,CG32368,0.013245657
11845,RpL6,0.013188766
155,Ag5r,0.013185222
10564,Npc2g,0.013145877
2481,CG14661,0.013133533
11659,RFeSP,0.013121627
495,awd,0.013100762
245,alphaTub84B,0.013090324
10029,Mpcp1,0.013079884
5397,CG43114,0.0130762495
2851,CG1561,0.012936886
7529,Cpr49Ae,0.012850913
9837,me31B,0.012805816
3392,CG18598,0.012754777
12,14-3-3epsilon,0.0126985265
2972,CG16713,0.012666284
478,ATPsynO,0.012652842
6761,CG7916,0.012520222
8336,Est-6,0.012517434
10027,Mp20,0.012515509
9735,LysB,0.012389198
8752,Gpdh1,0.0123735815
13237,Ubi-p5E,0.01234608
1548,CG12256,0.012303109
2489,CG1468,0.012271229
12008,Sap47,0.012210158
5646,CG43920,0.0121716065
13022,TpnC4,0.012142257
6188,CG5758,0.012109927
11597,Rbp9,0.0120839635
10986,Pdf,0.011931277
8176,eEF1gamma,0.011910156
10566,NPF,0.011902817
11638,regucalcin,0.011901668
13400,Vha13,0.011861774
8855,GstD1,0.011859449
3848,CG31226,0.011788299
5462,CG43236,0.011771842
103,Act79B,0.011764621
10481,ninaC,0.011738573
6045,CG5172,0.0117169805
1041,CG10407,0.011655024
8306,Eno,0.011650562
9004,His3:CG31613,0.01158352
12976,tobi,0.011525492
8615,Gbeta76C,0.011512725
7678,Cyp1,0.011506411
13420,VhaM9.7-a,0.011483842
13238,Ubi-p63E,0.01146944
12203,Sfp93F,0.011432268
6482,CG6910,0.011370398
5688,CG44142,0.011342018
10314,Nap1,0.011341163
9148,Idgf4,0.011339684
5614,CG43788,0.011267523
4314,CG32726,0.011238024
6767,CG7953,0.011214166
9363,Jon25Bii,0.011213852
10168,Mst87F,0.011129136
13113,Tsp42Ed,0.011112503
5563,CG43630,0.011106776
12414,sNPF,0.010981074
9003,His2B:CG17949,0.010906151
4776,CG34291,0.01090503
11474,PyK,0.0108592
3998,CG31706,0.010833633
7589,crc,0.010720006
62,Acbp3,0.01070596
472,ATPsynE,0.010653647
6125,CG5506,0.010569879
3878,CG31313,0.010532508
13,14-3-3zeta,0.010516315
10148,MsrA,0.0104287015
7701,Cyp313a1,0.01042602
8866,GstE1,0.01040095
2638,CG15043,0.010385131
10362,ND-B12,0.010369121
90,Acp53Ea,0.010329636
811,Capa,0.010305183
9831,Mdh2,0.01028107
13329,UQCR-11,0.010258424
476,ATPsyngamma,0.010248922
11114,phu,0.01022427
6751,CG7888,0.010208054
6677,CG7607,0.010193957
5041,CG41128,0.010151187
10505,Nmda1,0.010147815
1832,CG13117,0.010133251
7531,Cpr49Ag,0.010121867
8650,Gel,0.010088377
795,CaMKI,0.0100874305
964,CG10126,0.010040348
11006,Pebp1,0.00999328
10559,Npc2b,0.0099654645
10695,Obp57a,0.009962196
8225,eIF4A,0.009938221
13629,Zasp66,0.009864261
7564,Cpr72Ec,0.009858084
92,Acp62F,0.009840237
1340,CG11458,0.009807347
4662,CG34134,0.009796887
12757,Syt1,0.009780913
10377,ND-MWFE,0.009769463
4099,CG32017,0.009723761
13045,Treh,0.009633088
6471,CG6870,0.0096120145
471,ATPsyndelta,0.009593355
10686,Obp56a,0.009552466
5380,CG43090,0.009541607
7874,Dh31,0.009538651
5927,CG4783,0.0095269475
10565,Npc2h,0.009484402
12988,Tom7,0.009432164
9772,Mal-A1,0.009376646
13036,tral,0.009366021
293,AnxB9,0.009320511
13403,Vha16-1,0.009299062
2307,CG14277,0.009298213
9176,Ilp5,0.009263324
3652,CG30172,0.009237436
12073,scro,0.009203209
8472,fln,0.009185984
8067,Drsl4,0.009167802
5455,CG43222,0.009124106
9720,Lsp1beta,0.009079895
7327,chic,0.008970613
4288,CG32640,0.008970214
468,ATPsynCF6,0.008908886
1341,CG11459,0.008907184
598,betaTub56D,0.008804897
11558,Ran,0.008781945
5005,CG40045,0.008773021
4104,CG32032,0.00874256
9936,Mhc,0.008732943
4234,CG32444,0.0087327
13414,Vha68-1,0.008731921
10164,Mst84Db,0.008717286
7772,Cyt-b5-r,0.008709431
11065,Pglym78,0.008706695
11470,Pxt,0.0086823655
3469,CG2076,0.008653966
9988,Mlp60A,0.008619896
10145,Msr-110,0.0086138155
2968,CG16704,0.008586063
12100,se,0.00858222
8995,His1:CG31617,0.008575406
13449,Vm32E,0.008563634
10685,Obp51a,0.008521311
9738,LysP,0.008509556
9095,Hsp26,0.0085068485
3854,CG3124,0.008497757
6464,CG6839,0.008491372
4594,CG33926,0.008460817
42,aay,0.008418362
9781,Mal-B2,0.008373528
10207,MtnD,0.008363526
29,a10,0.008359526
9959,Mip,0.008355542
26,7B2,0.008351348
10332,Nca,0.008328981
188,Ald1,0.008315786
10502,Nlp,0.008263271
13580,Xport-A,0.00826133
9308,Irc,0.0082463
483,AttD,0.008221957
7033,CG9016,0.008201572
13137,tsr,0.008177702
9526,l(2)efl,0.008167874
10471,NimB2,0.008166133
13059,Trissin,0.008151953
87,Acp53C14a,0.008147181
12476,SPARC,0.008138481
85,Acp33A,0.008123404
5579,CG43679,0.008122487
5539,CG43392,0.00812002
211,Alp2,0.008094202
2313,CG14292,0.008089273
80,Acp24A4,0.008081057
1168,CG10910,0.008076243
7299,Chchd2,0.008069264
11306,PPO1,0.008043034
3162,CG17376,0.008042212
11449,Pu,0.008040982
8983,hig,0.008002034
10156,Mst57Dc,0.007991041
82,Acp26Ab,0.007930768
1457,CG11911,0.0078973165
11411,Prx5,0.007868235
10600,nSyb,0.007843773
1060,CG10472,0.007831097
5240,CG42688,0.007830243
13335,UQCR-C2,0.007817897
2729,CG15293,0.007814683
13021,TpnC25D,0.007810494
10697,Obp57c,0.0077912705
5387,CG43101,0.007781535
7101,CG9297,0.0077691996
4608,CG33977,0.0077538528
13029,Tps1,0.007739667
2984,CG16743,0.00773626
4044,CG31820,0.007734356
3347,CG18343,0.0077022533
4801,CG34330,0.007675272
1146,CG10814,0.007670343
8869,GstE12,0.0076644677
7689,Cyp28d1,0.007661834
8490,fon,0.0075731617
10539,Nop60B,0.0075472835
6364,CG6424,0.007540895
10296,Nacalpha,0.0075184046
6220,CG5867,0.0075044334
13487,vsg,0.007499343
9196,inaD,0.0074967113
9195,inaC,0.007436866
5856,CG46059,0.0074332473
4417,CG33199,0.0074256207
9660,Lk6,0.007417781
190,Aldh,0.0074157305
1918,CG13324,0.007410824
826,Cat,0.0073998454
7842,dec-1,0.007396957
7449,comt,0.0073947096
4707,CG34200,0.007387741
13619,yps,0.0073833005
415,AstC,0.0073733265
7487,COX7A,0.0073644565
10918,Paics,0.0073623545
8566,Gabat,0.0073475186
7244,CG9813,0.0073321117
11361,PRL-1,0.0072934204
3508,CG2269,0.0072894916
6230,CG5895,0.0072534536
9373,Jon99Ci,0.007224768
7494,Cp16,0.007191334
9057,Hpd,0.007184883
10648,nwk,0.007168599
10012,Moe,0.0071469047
12440,Sod3,0.007112177
10366,ND-B14.5B,0.007094878
12005,Sap-r,0.007077694
3444,CG1943,0.007075059
9245,Ipp,0.0070686103
11781,Rpb12,0.007054481
12914,Thor,0.007049126
8398,fau,0.0069675324
9022,HmgD,0.0069433576
6969,CG8736,0.006925531
3778,CG31030,0.0069053513
4836,CG34423,0.006900088
5157,CG42486,0.0068943454
10208,MtnE,0.006882103
12147,seq,0.0068760295
9174,Ilp3,0.006868011
8134,Eaat1,0.0068666353
6043,CG5162,0.006850775
882,Cda9,0.00684166
6723,CG7781,0.0068160533
1115,CG10680,0.0068083717
7655,Culd,0.0068078423
9683,lola,0.0068014325
11307,PPO2,0.0067967772
9002,His2Av,0.0067693274
12954,Tm1,0.006759731
13136,Tspo,0.006750826
9237,Ip259,0.0067322785
10530,Non1,0.0067204437
2964,CG1648,0.006710434
266,Amy-d,0.0067073586
7526,Cpr49Ab,0.0066452865
7756,Cyp6w1,0.006634086
8581,Galphaq,0.006632703
2593,CG14933,0.0065966146
3838,CG31205,0.0065962477
9408,kcc,0.0065951184
10729,ocn,0.0065890932
6028,CG5107,0.0065798042
994,CG10237,0.006564599
10871,osk,0.0065640984
1062,CG10477,0.0065607494
10568,Nph,0.006516783
13566,wupA,0.0065080305
9477,kra,0.006484351
2492,CG14687,0.006473537
13114,Tsp42Ee,0.006436304
9147,Idgf3,0.0064136838
13509,Wbp2,0.006411853
12376,smt3,0.006410537
5295,CG42807,0.0064032474
5253,CG42705,0.006392201
4462,CG33307,0.0063337344
1260,CG1124,0.006301999
11010,Pen,0.0062830164
550,bdl,0.006267506
12745,sxe2,0.006265841
7844,Def,0.0062616593
10305,nAChRbeta1,0.0062567876
5523,CG43349,0.006222493
8283,emc,0.0062176064
4680,CG34168,0.0062154615
2987,CG16756,0.0062151924
7303,Chd64,0.006175653
4007,CG31740,0.0061738994
9150,Idgf6,0.0061228024
6762,CG7920,0.0060932916
3458,CG2016,0.006089153
2200,CG14022,0.0060871565
996,CG10252,0.006059335
954,CG10077,0.0060543264
10372,ND-B18,0.0060349777
10216,mtrm,0.0060214642
791,Cals,0.0060126926
4936,CG3699,0.005960813
12240,shi,0.0059602167
12955,Tm2,0.005951776
13023,TpnC41C,0.0059478525
10364,ND-B14.5A,0.0059436145
10165,Mst84Dc,0.0059201363
837,Cbp53E,0.0059158113
5024,CG40485,0.005877277
12802,tal-2A,0.005846636
7558,Cpr67B,0.0058406764
9963,miple1,0.0058391355
10373,ND-B22,0.005837854
9884,Men,0.0058377506
6106,CG5399,0.0058328626
8876,GstE6,0.005825798
9330,Jabba,0.0058189975
5998,CG5023,0.0058169747
10342,ND-15,0.0058025974
10479,ninaA,0.005794417
4378,CG3308,0.005792029
6273,CG6044,0.005784998
12130,Sem1,0.0057636327
1662,CG12699,0.0057407096
5575,CG43673,0.0057395753
5027,CG40498,0.0057228664
9812,Mcad,0.005722232
9086,Hsc70-3,0.0057209767
9914,mfas,0.005718646
10680,Obp49a,0.005716857
7912,Dip-B,0.0057166456
13413,Vha55,0.0057121343
8593,Gapdh2,0.00570758
11404,Prps,0.0057058455
11064,Pgk,0.005704325
2075,CG13704,0.0056977915
2810,CG1552,0.0056882184
9709,Lsd-1,0.0056876857
10163,Mst84Da,0.005675959
7038,CG9034,0.0056395754
3181,CG17508,0.0056349416
3590,CG30008,0.0056281034
1884,CG13245,0.005624032
7411,CNBP,0.005616154
2122,CG13833,0.0056113857
10558,Npc2a,0.0055967476
11079,PGRP-SC1a,0.005544223
9211,Inos,0.005528778
11974,S-Lap7,0.005523279
10361,ND-ASHI,0.005485958
9117,Hug,0.0054845987
9780,Mal-B1,0.0054760794
616,BigH1,0.005471657
447,Atg8a,0.0054660523
2462,CG14629,0.0054537077
6633,CG7430,0.0054090386
1411,CG11752,0.0054052486
3027,CG16904,0.005401559
4020,CG31777,0.0053711953
6684,CG7637,0.0053450787
12438,Sod1,0.0053427173
412,AstA,0.005340922
1809,CG13071,0.005337166
8328,ERp60,0.0053299107
7067,CG9150,0.005328609
10991,Pdhb,0.0053231386
11752,robl,0.005318371
12604,Srrm234,0.005306441
11969,S-Lap1,0.0053015384
6567,CG7220,0.005299892
12063,Scp2,0.005287478
11946,Rtnl1,0.0052833143
3700,CG3036,0.0052791866
9341,jdp,0.0052591404
6012,CG5059,0.0052469936
8879,GstE9,0.0052421554
2745,CG15353,0.0052404967
6635,CG7443,0.0052270354
4037,CG31808,0.0052080797
9414,Kdm4B,0.005200902
9618,lectin-37Da,0.0051967087
9568,Lamp1,0.005173908
10555,NP15.6,0.0051649786
2911,CG15784,0.0051638344
5023,CG40470,0.0051565473
7502,Cp7Fc,0.0051493472
9231,Inx2,0.0051443363
1705,CG12861,0.0051252823
9072,Hrb27C,0.0051181875
4642,CG34054,0.0051096724
4093,CG31988,0.0051067686
5349,CG43051,0.005102166
9043,hoip,0.005088952
10543,norpA,0.005084702
912,Cds,0.0050815926
2615,CG14989,0.005078228
7341,chp,0.0050579393
9145,Idgf1,0.005039505
1450,CG11892,0.005027265
13555,wrapper,0.0050213058
8746,Gp150,0.005016094
2916,CG15818,0.0050120307
6014,CG5065,0.0050080465
10141,msopa,0.004993653
11060,pgc,0.0049899365
5640,CG43897,0.0049876985
13009,TotM,0.0049875597
11738,RNASEK,0.00498209
4025,CG31788,0.00495957
8716,GlyP,0.0049518165
10009,mod,0.00494464
2702,CG15219,0.0049391747
11729,rl,0.0049340324
93,Acp63F,0.004915359
8603,Gat,0.004909083
806,CAP,0.0049090795
1930,CG13360,0.0049078125
4576,CG33774,0.00490245
5097,CG42319,0.0048748637
10142,Msp300,0.0048621777
12496,SPH93,0.004857672
8669,GILT1,0.00485094
3041,CG16978,0.004849907
7128,CG9394,0.0048417947
2991,CG16772,0.004838731
13010,TotX,0.004833976
10706,Obp83b,0.0048248847
11594,Rbp1-like,0.004823549
9146,Idgf2,0.004821722
10368,ND-B15,0.004820979
7189,CG9628,0.004800747
11131,Pif1B,0.004793563
12986,Tom20,0.004792426
6669,CG7567,0.004789794
12538,Spn77Bc,0.004785923
12399,Snap25,0.004785353
340,Arf79F,0.0047835647
7749,Cyp6d5,0.0047751823
8198,eIF1,0.0047568483
7114,CG9338,0.0047475435
11102,PHGPx,0.004743955
1191,CG10960,0.0047252523
1510,CG12116,0.0047065676
772,CAH1,0.004688804
10924,Pal2,0.004674963
2978,CG1673,0.0046704845
12066,scpr-C,0.0046701212
11994,salt,0.0046663675
88,Acp53C14b,0.0046650963
258,amon,0.004661101
5655,CG43965,0.004657147
10371,ND-B17.2,0.004655759
9710,Lsd-2,0.0046468377
11095,Phb2,0.004634339
11169,Pis,0.0046281433
10363,ND-B14,0.004610816
7374,CkIalpha,0.0046101427
3353,CG18404,0.0045924927
8916,Had1,0.004581544
869,CCT2,0.004577013
6964,CG8701,0.0045603416
612,bic,0.0045533893
1704,CG12860,0.004548872
6789,CG8012,0.004547253
9032,Hn,0.0045424416
1907,CG13309,0.004529603
10714,Obp99a,0.0045285746
242,alphaSnap,0.0045146598
4256,CG32523,0.0045108492
12089,SdhC,0.0045062117
11519,Rab32,0.004505719
244,alphaTub67C,0.0045009633
10340,ND-13A,0.0044974866
9761,Maf1,0.004490677
13334,UQCR-C1,0.004488067
5940,CG4836,0.004479854
12572,sqd,0.0044771745
5139,CG42397,0.004475619
325,Appl,0.0044729505
13291,Ugt37A3,0.0044691516
1991,CG13510,0.0044641383
13128,Tsp5D,0.0044583203
8057,Droj2,0.0044544064
12803,Taldo,0.0044298153
8641,Gdh,0.0044231373
3835,CG31199,0.0044221515
10344,ND-19,0.004418288
8374,Fad2,0.004400086
1077,CG10527,0.004396483
10420,Nepl15,0.0043961294
3734,CG30430,0.0043930057
104,Act87E,0.004392102
7687,Cyp28a5,0.0043778634
11972,S-Lap4,0.004371165
12266,SIFa,0.004366046
33,AANAT1,0.0043641203
4095,CG31997,0.0043473328
10350,ND-30,0.0043464866
12500,spi,0.0043368037
5367,CG43071,0.004329724
9375,Jon99Fi,0.0043252865
6796,CG8036,0.0043241377
1709,CG12868,0.0043206196
11414,ps,0.0043077804
12774,t,0.004303889
12471,Sp7,0.00430195
8695,glob1,0.004300372
6687,CG7646,0.0042976043
5681,CG4409,0.004297113
9753,mAcon1,0.0042945845
5226,CG42662,0.004291824
13415,Vha68-2,0.004288494
9152,Idh3a,0.0042877807
5615,CG43789,0.0042850636
7243,CG9812,0.004272402
8887,GstT4,0.0042660865
6698,CG7695,0.0042638564
1489,CG12057,0.0042488463
7637,ctp,0.0042445706
11455,Pur-alpha,0.00424408
7392,CLIP-190,0.0042388784
3310,CG18135,0.00421823
613,BicC,0.004199806
12075,Scsalpha1,0.004181355
3185,CG17560,0.0041780137
7665,CycA,0.0041679703
12663,stg,0.004167149
11996,Sam-S,0.0041569117
9376,Jon99Fii,0.0041521275
7441,Col4a1,0.0041508353
4016,CG31769,0.004141793
13628,Zasp52,0.0041355854
8732,gnu,0.004133944
168,Ahcy,0.004123179
8391,FASN1,0.004119903
1269,CG11267,0.0041194316
11370,Prosalpha1,0.0041194307
3470,CG2082,0.0041161245
2744,CG15347,0.004116092
8304,endos,0.004115659
11205,plh,0.004114204
3922,CG31468,0.00411372
249,alrm,0.0041069575
6286,CG6115,0.0041045947
8193,Eglp4,0.0041034226
3072,CG17097,0.004102955
10359,ND-ACP,0.0040949937
84,Acp32CD,0.0040891487
10352,ND-42,0.004080502
11596,Rbp6,0.0040741297
13308,unc-13,0.0040558577
16,26-29-p,0.004037563
10495,nkt,0.004036898
6780,CG7997,0.004036725
4998,CG3984,0.0040356093
86,Acp36DE,0.004034839
11631,ref(2)P,0.00403389
9024,HmgZ,0.004031877
10396,nec,0.0040240623
5125,CG42369,0.004020865
