,feature,importance
811,Capa,0.038941044
177,Akh,0.038865488
9600,Lcp65Ag2,0.038853098
6883,CG8329,0.0387391
6293,CG6142,0.038719412
9651,Lip3,0.038580507
6375,CG6462,0.03851272
8737,gol,0.0384497
3895,CG31370,0.038443983
6997,CG8852,0.03832483
7715,Cyp4ac3,0.03825874
2984,CG16743,0.038053576
12147,seq,0.037927162
6670,CG7568,0.037635453
11833,RpL35A,0.037533127
11497,Qtzl,0.03743764
12471,Sp7,0.037431046
248,Alr,0.037311707
5246,CG42694,0.037304394
9364,Jon25Biii,0.03729226
2499,CG14695,0.037259042
7610,Crz,0.037234772
5507,CG43330,0.037045397
8879,GstE9,0.037026837
10686,Obp56a,0.036965758
9959,Mip,0.036929157
10206,MtnC,0.036868677
11836,RpL37a,0.036851775
4492,CG33468,0.036757324
3101,CG17187,0.03673717
7747,Cyp6d2,0.036716346
7441,Col4a1,0.03666593
5284,CG42780,0.03665397
1341,CG11459,0.036608763
13094,Tsf1,0.03660006
1909,CG13311,0.036599938
3723,CG30411,0.03653667
9970,Mis12,0.036515005
7541,Cpr62Bb,0.036477447
1776,CG13033,0.036465712
2817,CG15533,0.036432154
1675,CG12730,0.03643044
4018,CG31775,0.036384713
12738,Swim,0.03633326
10471,NimB2,0.03632649
5162,CG4250,0.036325205
8508,frma,0.0362906
7351,Cht2,0.036275964
13291,Ugt37A3,0.03615464
8569,Gadd45,0.03606664
5189,CG42561,0.03604547
11422,psh,0.036040403
13061,trk,0.036025368
7858,Det,0.036021665
2297,CG14258,0.03597771
11840,RpL39,0.035783183
6325,CG6277,0.03572996
2571,CG14879,0.035714254
2219,CG14075,0.03567983
9117,Hug,0.035574857
7976,DNaseII,0.035527375
13646,Zip42C.1,0.035499565
3765,CG3088,0.03544818
3976,CG31664,0.035408497
5122,CG42365,0.035381358
5,Tissue_Brain,0.035312347
2919,CG15822,0.03528962
11818,RpL23A,0.035271507
4576,CG33774,0.035220712
10652,Nxt1,0.035136465
8166,Edg78E,0.03510749
7714,Cyp4ac2,0.03505333
7219,CG9717,0.03497651
3429,CG18853,0.03483942
3588,CG30001,0.0345759
8157,eco,0.034509867
2916,CG15818,0.034487497
6231,CG5897,0.03445834
8946,He,0.03442844
10714,Obp99a,0.03435857
7874,Dh31,0.034346573
2365,CG14401,0.03432857
11298,ppk6,0.034308344
3239,CG17752,0.034208104
12549,SPR,0.034200583
9176,Ilp5,0.034133863
7381,Cks30A,0.03411051
4276,CG32581,0.034104485
3622,CG30083,0.034099225
10505,Nmda1,0.03409678
7531,Cpr49Ag,0.03407714
2492,CG14687,0.03407416
5367,CG43071,0.034011766
11345,pre-mod(mdg4)-N,0.033855062
13617,Yp2,0.033839013
12722,Surf1,0.03377259
4087,CG31955,0.03377047
3114,CG17211,0.03370053
11680,rho,0.03369655
11369,pros,0.033692643
11193,Pkg21D,0.03365634
257,Amnionless,0.033642218
7694,Cyp305a1,0.033616364
5097,CG42319,0.03360945
3362,CG18473,0.033594254
6248,CG5955,0.03353821
5029,CG40635,0.033506237
2168,CG13946,0.033432484
12414,sNPF,0.03341153
5528,CG43355,0.033402298
11961,Rx,0.033399194
5877,CG46303,0.03332314
1582,CG1239,0.033310913
2653,CG15098,0.033257812
2565,CG14860,0.0331623
5794,CG45078,0.033092413
277,Ance-5,0.03309235
2956,CG1632,0.03293634
8351,euc,0.03291007
6754,CG7900,0.03288688
13438,vir-1,0.032873582
1832,CG13117,0.03286784
9366,Jon65Ai,0.032864507
7718,Cyp4c3,0.032809816
2714,CG15254,0.03274233
9188,ImpE1,0.03272946
3391,CG18596,0.03272024
11985,sad,0.032693643
3006,CG16815,0.032664414
5526,CG43351,0.032568544
226,alpha-Est5,0.032558706
7522,Cpr47Ee,0.032526806
2577,CG14892,0.03251607
3034,CG16956,0.032510724
13428,viaf,0.0324956
2033,CG13607,0.03247647
7975,DNApol-zeta,0.032439914
11018,Peritrophin-15b,0.03243168
13623,ytr,0.03243038
3524,CG2608,0.032429174
639,bnb,0.03237473
2647,CG15082,0.03232907
6468,CG6847,0.03225884
3401,CG18641,0.03223235
1100,CG10621,0.03222313
8956,hemo,0.032178733
11942,RtcB,0.03212805
9318,IscU,0.03211819
1787,CG13047,0.03209103
9786,Map205,0.032063242
13059,Trissin,0.03198502
3087,CG17134,0.03196049
11893,RpS24,0.03181434
7869,dgt2,0.03178128
8240,eIF6,0.03174116
7885,Dhc98D,0.03172683
3888,CG31345,0.03156104
11450,puc,0.031535726
321,apolpp,0.03142516
9774,Mal-A3,0.03141952
13441,vkg,0.03140762
12635,sta,0.031387396
11839,RpL38,0.031348675
10668,obe,0.031326886
4900,CG3568,0.03131979
5190,CG42562,0.031281255
1445,CG11882,0.031269085
8878,GstE8,0.031245818
6537,CG7130,0.031195704
6998,CG8854,0.031176466
5462,CG43236,0.031149108
9531,l(2)k05911,0.0311022
207,Alp10,0.031064032
10637,Nup58,0.031035528
4101,CG32023,0.030978706
1436,CG11842,0.030864885
2064,CG13679,0.030862316
12345,slp2,0.030846765
654,BomS2,0.0308372
10204,MtnA,0.030833552
9320,isoQC,0.030730344
730,bw,0.03072748
7615,Csl4,0.030703992
994,CG10237,0.030690903
4642,CG34054,0.030677566
9374,Jon99Ciii,0.030657353
2583,CG14907,0.030637313
6193,CG5773,0.03060568
5707,CG44257,0.030482681
7001,CG8861,0.030476507
1813,CG13077,0.030441754
1781,CG13041,0.030399902
7912,Dip-B,0.03038618
3347,CG18343,0.030340513
12692,sty,0.030323686
11806,RpL13,0.03032216
952,CG10073,0.03026472
9490,Ku80,0.030217307
11781,Rpb12,0.03020587
13468,Vps28,0.030185454
8618,Gbp3,0.030154524
216,Alp8,0.03015334
9158,IFT20,0.030143421
7292,CG9993,0.030117678
13287,Ugt36E1,0.030104786
1080,CG10553,0.030090882
10757,opm,0.030083753
9231,Inx2,0.030024577
6885,CG8343,0.030017784
577,Bet1,0.030002888
8657,Gen,0.029985268
3317,CG18179,0.029939726
13119,Tsp42Ej,0.029929446
1508,CG12112,0.029843196
13194,TwdlV,0.02983323
3512,CG2310,0.029817596
7136,CG9416,0.029808862
550,bdl,0.029754821
7686,Cyp18a1,0.029710157
7905,Dif,0.02963292
10726,oc,0.029619353
5203,CG42587,0.02959219
6734,CG7829,0.029590288
8252,Eip55E,0.029568722
12512,spn-D,0.029545411
1213,CG11052,0.029523417
9279,Ir75a,0.0295224
6948,CG8620,0.029485855
2468,CG14636,0.029475138
1054,CG10463,0.029399896
6799,CG8046,0.029398775
5842,CG4577,0.02935674
2160,CG13924,0.029264368
547,bcn92,0.029248094
10472,NimB3,0.02923549
7507,cpo,0.029194644
6342,CG6329,0.029189188
10669,Obp18a,0.029145442
658,BomS6,0.029132787
3923,CG31469,0.029132476
7221,CG9723,0.029111281
4710,CG34203,0.029078912
9763,MAGE,0.029044962
3779,CG31036,0.029019793
11878,RpS12,0.02892049
412,AstA,0.028915627
1172,CG10916,0.028888032
5222,CG42656,0.028872585
4505,CG33494,0.02882719
7731,Cyp4p2,0.028808
4115,CG32069,0.028770346
10564,Npc2g,0.02876916
2122,CG13833,0.028754251
7121,CG9377,0.028752804
10566,NPF,0.028731026
7362,cib,0.02872741
347,Argl,0.028712727
2745,CG15353,0.028697982
9658,Listericin,0.028662726
2336,CG14329,0.028631935
5646,CG43920,0.028615123
1175,CG1092,0.028608274
9570,LanB1,0.02859034
8082,dsx,0.02855641
7635,Ctl1,0.028537232
10676,Obp44a,0.028533
835,CBP,0.028526537
663,bond,0.028525988
7486,COX6B,0.028487269
7687,Cyp28a5,0.028482
6167,CG5665,0.028451411
1346,CG11498,0.028428812
3509,CG2277,0.028423555
1875,CG13227,0.028380858
7008,CG8908,0.028356602
9926,MFS3,0.028342867
489,aurA,0.028329905
11461,Pvf2,0.028271668
11331,pre-lola-G,0.028219126
4580,CG33784,0.028186975
13110,Tsp42Ea,0.028165521
451,atk,0.028143793
7231,CG9766,0.028116625
1857,CG13177,0.028111197
12906,thetaTry,0.028103992
1449,CG11891,0.028103735
827,cathD,0.028060628
7286,CG9967,0.028025642
2094,CG13737,0.028019343
4445,CG3328,0.02801112
12394,SmydA-9,0.028000845
5119,CG42361,0.027946133
1911,CG13313,0.02793612
13320,Unr,0.027925642
2175,CG13965,0.027916422
4406,CG33158,0.027887804
4998,CG3984,0.027866239
9775,Mal-A4,0.027846271
11817,RpL23,0.027834756
3595,CG30022,0.02782809
1152,CG10853,0.02782757
4038,CG31809,0.027820203
8725,GNBP-like3,0.027795913
1847,CG13155,0.02775533
11829,RpL32,0.027735665
1074,CG10513,0.027686324
6917,CG8501,0.027685609
1200,CG11000,0.027685158
9569,LanA,0.027681326
4493,CG33469,0.02766862
10952,Patsas,0.027628524
8871,GstE14,0.027618742
11057,PGAP2,0.027591283
11901,RpS29,0.027571
1156,CG10864,0.0275615
3861,CG31262,0.02755909
9191,ImpL1,0.027549686
2113,CG13795,0.02754767
13217,U2A,0.02754437
13616,Yp1,0.027530847
7717,Cyp4ae1,0.027495058
6771,CG7968,0.027474547
9713,Lsm10,0.027438076
8641,Gdh,0.027434513
4725,CG34220,0.02743175
878,cd,0.02742649
2988,CG16758,0.02741151
1754,CG13000,0.027409839
1342,CG1146,0.027390717
4163,CG32212,0.02737191
13021,TpnC25D,0.027369112
9475,Kr-h1,0.027305882
2462,CG14629,0.027299272
3183,CG17544,0.027247097
2568,CG14866,0.027226685
10372,ND-B18,0.027222456
4387,CG33107,0.027196892
11338,pre-mod(mdg4)-E,0.027194526
10845,Oseg4,0.027193839
10583,nrv3,0.027191844
10530,Non1,0.027148351
10603,Ntan1,0.027133193
7489,COX7C,0.027124928
11446,Ptr,0.02710426
4745,CG34248,0.0270806
10273,Myo81F,0.027078077
9215,insc,0.027019097
13647,Zip42C.2,0.027009076
11208,Plod,0.027001152
11170,Pisd,0.026936594
12395,sn,0.026919778
3469,CG2076,0.026915908
5811,CG4537,0.026851885
7157,CG9512,0.026830707
4742,CG34244,0.02682518
1798,CG13060,0.026810749
4612,CG33993,0.026799645
7273,CG9922,0.026788335
4951,CG3740,0.02676259
12811,Tango4,0.026737584
298,AOX2,0.026731817
12781,tadr,0.026711896
10202,Mtl,0.02670758
8191,Eglp2,0.026701368
12844,Tbp,0.026684325
8091,Duox,0.026682202
8041,drd,0.026651666
12441,Sodh-1,0.026640415
4133,CG32109,0.026581107
2226,CG14089,0.026575003
3063,CG17036,0.02656799
2489,CG1468,0.026566409
7048,CG9095,0.026565798
13298,Ugt49C1,0.026557678
6835,CG8170,0.026550062
8135,Eaat2,0.026516397
12139,Send2,0.0264929
13619,yps,0.026487207
9993,Mmp1,0.026481507
6332,CG6294,0.026467755
940,CG10031,0.026462482
2103,CG13751,0.02646191
6350,CG6357,0.02641165
6696,CG7692,0.026377318
4,Tissue_Bodies,0.026369056
7483,COX5B,0.026363466
4255,CG32521,0.02636303
456,ATP6,0.02634646
3668,CG30269,0.026345301
6105,CG5397,0.026338862
415,AstC,0.026333895
2292,CG14246,0.026322048
1615,CG12520,0.02630824
3700,CG3036,0.026307069
6018,CG5078,0.026254114
8422,FeCH,0.026238065
3349,CG18367,0.026197309
6747,CG7881,0.026196677
11953,rumi,0.026167164
6230,CG5895,0.026160548
1804,CG13067,0.026157554
652,BomBc3,0.02615206
6211,CG5849,0.026144482
1562,CG12310,0.026110657
8079,Dsk,0.026068531
1411,CG11752,0.026011689
2666,CG15127,0.02594803
3486,CG2157,0.025941517
8949,hec,0.025940007
409,asrij,0.025934726
13618,Yp3,0.025929684
9540,l(3)05822,0.025918445
2266,CG14191,0.025899721
6021,CG5084,0.025897369
2598,CG14957,0.02587637
13181,TwdlG,0.025827006
3744,CG30466,0.02582406
13253,udd,0.025822924
13193,TwdlT,0.025820393
4588,CG33912,0.025813414
13239,ubl,0.02580534
3293,CG18004,0.0257619
5579,CG43679,0.02575824
1714,CG12883,0.025755191
8112,E(spl)m2-BFM,0.0257475
8458,Fit2,0.02573971
12757,Syt1,0.025719412
1763,CG13014,0.025708182
3207,CG17646,0.025685078
653,BomS1,0.025631728
12,14-3-3epsilon,0.025626581
10173,Mt2,0.02562476
10695,Obp57a,0.0256246
269,ana,0.025601959
7046,CG9083,0.025557011
12406,snk,0.025555205
12544,spok,0.025549835
9221,IntS12,0.025544273
10026,MP1,0.025537271
8264,Elba3,0.025484888
7765,cyr,0.025471687
11832,RpL35,0.025471656
661,BomT3,0.025458436
9183,IM4,0.02544543
12985,Tom,0.025432529
3845,CG31221,0.02542073
1260,CG1124,0.025389671
10491,NK7.1,0.025382444
6684,CG7637,0.025365528
475,ATPsynG,0.025362762
11876,RpS10b,0.025357269
5778,CG45045,0.025331201
6377,CG6470,0.025296252
1959,CG13427,0.025277872
13121,Tsp42El,0.025276398
2785,CG15449,0.025242096
9666,LManIII,0.025240714
7365,cid,0.025219196
6279,CG6066,0.025209276
3286,CG17982,0.025204243
473,ATPsynepsilonL,0.025199046
5740,CG44476,0.025190113
7996,Dop2R,0.025158292
1791,CG13051,0.025152212
13664,ZnT77C,0.025091672
4660,CG34132,0.025091467
4601,CG33947,0.025066262
3607,CG30050,0.025060821
10,Tissue_WholeBody,0.025058858
13294,Ugt37D1,0.025041899
9659,Lk,0.025019486
7556,Cpr66Cb,0.02501936
10288,Naa40,0.02501192
9014,Hlc,0.025011396
170,AhcyL2,0.024998488
8782,Gr43a,0.024980506
6047,CG5177,0.024949249
4447,CG33282,0.024943216
12116,Sec61beta,0.024943128
5459,CG43232,0.024942802
8410,Fcp3C,0.024940183
13117,Tsp42Eh,0.024933677
6501,CG6983,0.024932446
9242,Ipk2,0.024927106
5320,CG42832,0.024891851
13386,veli,0.024878468
12527,Spn42Dd,0.024844104
6235,CG5909,0.024825254
864,Ccp84Ae,0.024821868
4090,CG31974,0.024818737
3179,CG17493,0.024813034
1668,CG12716,0.024811255
10520,noc,0.024765216
5455,CG43222,0.024763227
6012,CG5059,0.02475562
7502,Cp7Fc,0.024749575
12964,Tmhs,0.024746615
63,Acbp4,0.02473569
11247,Pop5,0.024734385
1168,CG10910,0.02473123
7792,Dad1,0.024683826
5498,CG4332,0.0246815
3803,CG31100,0.02464274
7000,CG8860,0.024638357
7210,CG9686,0.02463018
2370,CG1441,0.024625093
6247,CG5953,0.02457316
2743,CG15343,0.02454423
11903,RpS30,0.024542786
1031,CG10361,0.024511136
10266,Myc,0.024507
42,aay,0.02448232
12152,Ser8,0.024456197
5750,CG4461,0.024451898
9628,Lfg,0.024389079
1930,CG13360,0.024359211
7101,CG9297,0.024351845
2392,CG14445,0.024349036
10019,moody,0.024345571
8174,eEF1beta,0.024318147
11776,RpA-70,0.024304423
8,Tissue_Heads,0.024294386
6710,CG7737,0.02426633
5454,CG43221,0.02425606
12267,SIFaR,0.024251893
11670,Rh3,0.024240801
5751,CG4462,0.024239387
4719,CG34213,0.024221057
11805,RpL12,0.024218462
6635,CG7443,0.024190586
4812,CG34351,0.02418976
10227,Muc11A,0.024188906
5963,CG4927,0.024174914
13450,Vm34Ca,0.024145534
9118,hui,0.024136132
9561,Lac,0.024132969
13113,Tsp42Ed,0.024126077
9208,Ing3,0.024125192
2917,CG1582,0.02412412
373,Arpc4,0.02410899
6301,CG6171,0.024090573
3661,CG30197,0.024077693
4776,CG34291,0.024071326
9128,hzg,0.02406845
4608,CG33977,0.02405928
10261,mwh,0.02404537
3863,CG31266,0.024043458
12956,TM4SF,0.024039986
11382,Prosbeta1,0.024031743
7412,cnc,0.024006773
8496,FoxP,0.024001315
1771,CG13026,0.023996366
10453,Nfs1,0.023991464
13357,Usp39,0.023973467
12153,SERCA,0.02397071
10582,nrv2,0.023968942
9159,IFT43,0.02395345
13565,wun2,0.023937654
5726,CG4440,0.023915837
292,AnxB11,0.023908718
2813,CG15528,0.023900794
13339,Uro,0.023881389
13044,Tre1,0.023877932
6084,CG5326,0.02387774
10708,Obp83ef,0.023871787
10891,Oxp,0.02386666
2616,CG14990,0.023830405
13370,Vajk1,0.023828339
6619,CG7381,0.023812668
11669,Rh2,0.023806164
6682,CG7632,0.023780955
9385,jv,0.023775026
12317,SLC22A,0.023771476
2188,CG13998,0.023766994
13491,Vta1,0.023755193
3694,CG30345,0.023746954
6518,CG7054,0.023728147
10433,Nepl9,0.023719257
12307,SkpC,0.023716982
9984,mldr,0.023714272
6071,CG5273,0.023711719
4488,CG33462,0.023711136
9198,inaF-A,0.023704425
6503,CG6985,0.023683263
651,BomBc2,0.023671195
5781,CG45060,0.023670195
12986,Tom20,0.023659764
8341,etaTry,0.023656989
4139,CG32121,0.023653314
755,cactin,0.023646034
6289,CG6125,0.023635346
3997,CG31705,0.023628773
1044,CG10418,0.023625705
7732,Cyp4p3,0.023613684
10343,ND-18,0.023613378
12236,shd,0.023611754
9342,jeb,0.023609556
1184,CG10947,0.023593852
293,AnxB9,0.023591643
9484,ksh,0.02358935
10418,Nepl13,0.023575068
5363,CG43066,0.023526326
6043,CG5162,0.023512257
7561,Cpr67Fb,0.0234962
436,Atg16,0.023470076
13547,Wnt2,0.023459703
3007,CG16820,0.023436325
5523,CG43349,0.023431195
12717,sun,0.0234073
4099,CG32017,0.023402657
12050,Scgbeta,0.023395345
504,b,0.023392735
11811,RpL18,0.023383992
8730,Gnmt,0.023379613
9504,l(1)G0193,0.02337815
7312,CheB38a,0.023376092
4105,CG32036,0.023322979
6274,CG6048,0.023312122
5307,CG42819,0.023310794
7546,Cpr64Ad,0.023300925
5253,CG42705,0.023293728
1256,CG11211,0.023286324
11967,S,0.023285864
7184,CG9601,0.023273492
335,Arc2,0.023270482
2982,CG1674,0.023267338
9155,Ids,0.02326232
9015,HLH3B,0.023244526
641,bnl,0.023237377
4106,CG32037,0.023235084
584,beta3GalTII,0.023230473
1529,CG12177,0.023176782
12504,Spindly,0.023160651
4563,CG33752,0.023153422
2858,CG15629,0.023150643
9145,Idgf1,0.02314687
2206,CG14044,0.023127137
5773,CG4497,0.02311549
2698,CG15210,0.023075629
382,Art4,0.023075446
5016,CG40298,0.023070494
168,Ahcy,0.023052555
7929,disco-r,0.023038618
6359,CG6414,0.02303641
2992,CG16775,0.023032911
8673,Gip,0.023032768
13120,Tsp42Ek,0.02302955
4378,CG3308,0.023007456
7568,Cpr76Bc,0.023004625
9182,IM33,0.022997657
3131,CG17264,0.022994593
9603,lcs,0.0229939
5326,CG42846,0.022991024
8671,GILT3,0.022983676
13432,vig2,0.022969913
7245,CG9815,0.022963502
3807,CG31106,0.022931525
10392,Ndg,0.022923818
5597,CG43740,0.022922046
7526,Cpr49Ab,0.022901248
11597,Rbp9,0.022889886
7743,Cyp6a22,0.022888653
5091,CG42299,0.022873575
8320,epsilonTry,0.022857724
2097,CG13742,0.022857064
2863,CG15642,0.022844095
9132,IA-2,0.022841003
13064,trol,0.022837771
12460,Sox21a,0.022820665
8419,Fdx1,0.022784164
8615,Gbeta76C,0.022778092
3619,CG3008,0.022774326
5962,CG4914,0.02276226
13365,Uxt,0.022759296
3756,CG30496,0.02275853
5265,CG42728,0.02271994
12249,shu,0.022709463
11808,RpL14,0.022702614
3998,CG31706,0.022701604
999,CG10264,0.022675699
12274,simj,0.022667004
1827,CG13108,0.022662694
3536,CG2681,0.022655565
9857,MED28,0.022654738
5543,CG43400,0.022606215
6508,CG7011,0.022604275
10325,naz,0.022586796
10419,Nepl14,0.022578388
7189,CG9628,0.022567997
2596,CG14947,0.022561224
2819,CG15535,0.022559438
368,Arp8,0.02255128
1163,CG1090,0.022540132
11796,RpII33,0.022519335
271,ana2,0.022518255
2155,CG13912,0.022502579
8552,fz2,0.022496145
4786,CG34301,0.022481848
2768,CG15412,0.022466946
1183,CG10943,0.022457821
11418,Psf1,0.022452937
4288,CG32640,0.022447435
13125,Tsp42Eq,0.022419682
8358,exex,0.022393608
6082,CG5321,0.022385461
12443,sofe,0.022383101
12225,SH3PX1,0.022375837
12557,Spt-I,0.022372548
7188,CG9626,0.022366391
8870,GstE13,0.022365207
5204,CG42588,0.022359673
8987,HIP-R,0.022358201
10537,nop5,0.02234928
5111,CG42346,0.022334425
3138,CG17279,0.022333257
11965,RYBP,0.022330834
7809,daw,0.022316061
3175,CG17475,0.022315972
5663,CG43999,0.02231396
11547,rad50,0.022310311
12293,Six4,0.022301897
167,agt,0.022298511
1952,CG13404,0.022253126
10469,NimA,0.022249447
5331,CG42854,0.022239607
6723,CG7781,0.022225732
8855,GstD1,0.022225568
7941,Dlip1,0.022221318
11502,r-l,0.022209564
5567,CG43647,0.02220242
12354,SmB,0.02220021
5254,CG42709,0.022189831
6223,CG5882,0.022171447
5070,CG42239,0.022160579
11320,pr,0.022141647
6975,CG8757,0.022140902
4243,CG3246,0.022133268
9391,Kal1,0.022111906
10907,p53,0.022079078
4775,CG34290,0.022072485
1844,CG13148,0.0220718
5002,CG4000,0.022071479
8803,Gr64f,0.022068758
8515,fs(1)h,0.022064313
5003,CG40006,0.022057174
11907,RpS5b,0.022025142
11827,RpL30,0.022021888
7394,Cln3,0.022020107
3784,CG31051,0.02201642
3918,CG31463,0.022005752
12234,Shawn,0.022002045
10417,Nepl12,0.021999171
7212,CG9691,0.021978889
13440,vito,0.021975065
9460,Kmn1,0.021971775
9806,mbf1,0.021949636
7682,Cyp12c1,0.021938203
3029,CG16926,0.021933619
6031,CG5112,0.021928865
11162,pinta,0.021919003
904,Cdk4,0.021905733
11895,RpS26,0.021905027
9199,inaF-B,0.021897856
4704,CG34198,0.021888502
331,aqz,0.021883808
10713,Obp93a,0.02187999
8691,Gli,0.021878136
5817,CG45487,0.021866232
2710,CG15247,0.021853294
3354,CG18417,0.021852544
12063,Scp2,0.021817533
13288,Ugt36F1,0.021817017
1109,CG10657,0.021804173
13331,UQCR-14,0.021773322
3458,CG2016,0.02175156
9363,Jon25Bii,0.02172713
3170,CG17440,0.02171828
4652,CG34116,0.021715475
13484,vri,0.021700375
6096,CG5376,0.021697333
10482,ninaD,0.021693133
7741,Cyp6a20,0.021692382
4037,CG31808,0.02167151
6870,CG8299,0.021670511
2298,CG14259,0.02164646
3422,CG18789,0.02163879
8706,GluRIIA,0.021627802
11887,RpS19a,0.02161461
968,CG10140,0.021607354
6204,CG5810,0.021605294
9692,Loxl2,0.021605013
1077,CG10527,0.021602567
9147,Idgf3,0.021601558
5578,CG43678,0.021598587
6291,CG6136,0.02158487
2200,CG14022,0.021562235
10429,Nepl5,0.021557922
5357,CG4306,0.021552252
7373,ckd,0.021544682
4273,CG32573,0.02153733
155,Ag5r,0.021531146
6318,CG6231,0.021502709
12374,Sms,0.021494566
9102,Hsp67Bc,0.021492513
2991,CG16772,0.021488016
12636,stac,0.021481162
3148,CG17327,0.021466272
9912,Mf,0.021461336
12898,Tgi,0.021446636
7456,Coprox,0.021431683
4880,CG3513,0.021427738
11017,Peritrophin-15a,0.021415152
2442,CG14573,0.021409497
8616,Gbp1,0.021393742
11462,Pvf3,0.02138732
2448,CG14606,0.021386653
7087,CG9257,0.021383662
3068,CG17068,0.021364322
11809,RpL15,0.021363478
4339,CG32816,0.021353716
2753,CG1537,0.021350868
9640,Lim1,0.02134366
8398,fau,0.021341728
3077,CG17109,0.021307005
783,CAH8,0.02130525
1472,CG11999,0.021300895
6343,CG6330,0.021300307
8383,FANCI,0.021300038
3804,CG31102,0.021298176
3221,CG17698,0.021298116
2243,CG14125,0.021279199
11716,Rift,0.021256894
8689,glec,0.021253837
4434,CG33258,0.021247484
11766,roh,0.021232946
4930,CG3662,0.021229964
13092,Tsen34,0.021229304
11854,RpLP2,0.021226805
8783,Gr47a,0.021169493
7584,cpx,0.021164276
12572,sqd,0.021161005
13069,trpl,0.021146074
12002,sano,0.02113782
428,Atf3,0.021137675
837,Cbp53E,0.021106046
1693,CG12824,0.021105995
3193,CG17574,0.021099761
5237,CG42681,0.021088347
1816,CG13082,0.021082742
1115,CG10680,0.021076933
10919,pain,0.021067025
4862,CG34456,0.021061348
8678,Gk2,0.021032264
172,AIMP1,0.021018209
12608,Sry-delta,0.021014681
12534,Spn55B,0.021005763
3281,CG17931,0.021004457
12468,Sp212,0.020985078
735,byn,0.020969907
