,feature,importance
6159,CG5639,0.031077316
10342,ND-15,0.030985355
10323,Naxd,0.030753566
9158,IFT20,0.030683279
11241,Pomp,0.030652132
8303,EndoGI,0.030638892
6167,CG5665,0.030601535
6537,CG7130,0.030572893
1172,CG10916,0.030497637
8726,GNBP1,0.030370116
6804,CG8066,0.030359905
7850,Den1,0.030343574
13434,vilya,0.030333418
8305,EndoU,0.030318163
2506,CG14715,0.030226748
6445,CG6762,0.030218458
10371,ND-B17.2,0.030208206
11812,RpL18A,0.03017508
11942,RtcB,0.030095698
964,CG10126,0.030060345
2623,CG15019,0.030007256
9333,jagn,0.029990697
10726,oc,0.02997822
7682,Cyp12c1,0.029943364
4199,CG32284,0.029871125
11308,PPO3,0.029839633
1868,CG13215,0.029818702
7519,Cpr47Eb,0.029807461
2583,CG14907,0.029798023
6269,CG6034,0.029793883
5284,CG42780,0.029675793
347,Argl,0.029635135
11106,phm,0.029609522
13647,Zip42C.2,0.029570293
5137,CG42394,0.029535348
2108,CG13775,0.029494718
5742,CG4452,0.029494716
6002,CG5028,0.029493827
4907,CG3597,0.029466623
10668,obe,0.029358743
474,ATPsynF,0.029320575
9627,levy,0.029256986
1913,CG13315,0.029154295
4936,CG3699,0.029034179
4642,CG34054,0.028969198
7791,Dad,0.028958414
451,atk,0.02891462
1113,CG10672,0.02891237
3659,CG30195,0.028908309
2768,CG15412,0.028884862
6004,CG5037,0.028848957
216,Alp8,0.028834885
5811,CG4537,0.02880636
3569,CG2909,0.028746901
478,ATPsynO,0.028710026
1831,CG13116,0.028690336
4018,CG31775,0.028652102
7733,Cyp4s3,0.028635947
8209,eIF3a,0.028601782
8817,Gr98a,0.028574163
2917,CG1582,0.02856686
547,bcn92,0.028541368
2653,CG15098,0.02853961
8987,HIP-R,0.028496701
12986,Tom20,0.028495971
188,Ald1,0.028494578
7645,cu,0.028466027
4951,CG3740,0.028450679
2499,CG14695,0.02842826
3978,CG31673,0.028394574
3318,CG18180,0.02836676
8879,GstE9,0.028356295
13468,Vps28,0.028344398
3101,CG17187,0.028337413
7715,Cyp4ac3,0.028314473
9786,Map205,0.028283136
8866,GstE1,0.028213995
6948,CG8620,0.028209228
7919,DIP-iota,0.0281976
5411,CG43135,0.028179536
13194,TwdlV,0.028162057
3735,CG30431,0.028139828
9763,MAGE,0.028134288
11497,Qtzl,0.0281303
1508,CG12112,0.028101945
1933,CG13364,0.028008454
13214,TyrRS,0.02797819
10908,P58IPK,0.027976591
12488,SpdS,0.027975788
11827,RpL30,0.027974043
8908,h,0.027957194
13061,trk,0.027952414
10175,Mtap,0.027916556
9857,MED28,0.027911816
3286,CG17982,0.027905464
10695,Obp57a,0.027890103
8906,Gyg,0.027882233
12090,SdhD,0.027875945
7933,dj-1beta,0.027866334
4020,CG31777,0.027841792
7483,COX5B,0.027835013
10045,Mrp4,0.027826713
1140,CG10799,0.02779648
5726,CG4440,0.027779732
9965,Mipp1,0.027772816
11160,Pino,0.027749674
9086,Hsc70-3,0.027729366
5167,CG42518,0.027704677
9180,IM14,0.027683416
3281,CG17931,0.027675845
4493,CG33469,0.02763695
9373,Jon99Ci,0.027603075
3469,CG2076,0.027588537
468,ATPsynCF6,0.027577683
8336,Est-6,0.027554663
2919,CG15822,0.027544355
11965,RYBP,0.02751854
3804,CG31102,0.027517
6427,CG6696,0.027503321
6629,CG7409,0.027477533
8430,Fer1HCH,0.027460657
7412,cnc,0.02745019
7490,COX8,0.027401982
292,AnxB11,0.027398815
11631,ref(2)P,0.027372824
3729,CG30423,0.027358364
4339,CG32816,0.027356317
2365,CG14401,0.027328819
3790,CG31075,0.027297815
9570,LanB1,0.027283637
577,Bet1,0.027256116
8506,Frl,0.027241223
7694,Cyp305a1,0.027223881
11021,Pex1,0.02720961
8782,Gr43a,0.027099665
11422,psh,0.027094858
4668,CG34149,0.02705527
10192,mthl15,0.027053999
122,AdamTS-A,0.027028237
4204,CG32302,0.027017538
12290,Sirup,0.026990209
10358,ND-75,0.026964694
248,Alr,0.026947258
13015,Tpc1,0.026924348
10603,Ntan1,0.026912404
674,bowl,0.026874574
10366,ND-B14.5B,0.026870273
12815,Tango9,0.026830897
1754,CG13000,0.026822774
12467,SP1173,0.02681457
7038,CG9034,0.0267994
12116,Sec61beta,0.02678199
5158,CG42489,0.026780218
10375,ND-MLRQ,0.026775295
13386,veli,0.026762547
7482,COX5A,0.02674082
11806,RpL13,0.026708644
8489,fok,0.02670575
8569,Gadd45,0.02670045
3588,CG30001,0.026695052
7068,CG9154,0.026690317
4486,CG33460,0.026685786
6917,CG8501,0.02667119
373,Arpc4,0.026651986
11345,pre-mod(mdg4)-N,0.026625251
4316,CG32736,0.026609268
9125,Hydr2,0.026592134
11893,RpS24,0.026585871
6029,CG5110,0.026547076
10974,Pcp,0.026535207
6518,CG7054,0.026526526
1255,CG11200,0.026473712
12624,ssp7,0.026456261
1695,CG12826,0.026443003
4391,CG33111,0.026442125
8898,GXIVsPLA2,0.026417097
7603,CROT,0.026390804
8641,Gdh,0.026390297
5097,CG42319,0.0263703
5750,CG4461,0.026365895
10123,Ms,0.026250793
7964,DNAlig4,0.026196398
7154,CG9498,0.026155869
2200,CG14022,0.026130881
12107,Sec22,0.026125709
6349,CG6356,0.026107835
4406,CG33158,0.026101047
6350,CG6357,0.026077403
12567,spz3,0.02604377
2281,CG14223,0.026021592
3455,CG2003,0.026021019
4090,CG31974,0.026009873
3087,CG17134,0.025987426
6301,CG6171,0.025938056
9253,Ir40a,0.025930168
9308,Irc,0.025912749
2982,CG1674,0.025905903
9424,kel,0.025876386
11720,Rim2,0.025874982
4733,CG34229,0.025859864
864,Ccp84Ae,0.025837079
13515,Wdfy2,0.02582473
6787,CG8009,0.025812255
11887,RpS19a,0.025787098
11771,roq,0.02577933
5992,CG5004,0.025759498
7480,COX4,0.025736064
11138,PIG-H,0.025730064
1622,CG12539,0.025728041
11205,plh,0.025715934
10331,Nc73EF,0.025707262
7668,CycC,0.025703976
12331,Slimp,0.025679523
346,Argk,0.025654618
755,cactin,0.025629245
11985,sad,0.025589634
13481,Vps60,0.02555382
4600,CG33946,0.025535489
7999,DOR,0.025500106
1959,CG13427,0.025467012
10475,NimC1,0.025461381
12234,Shawn,0.025453912
1436,CG11842,0.025450049
13120,Tsp42Ek,0.025379533
9014,Hlc,0.025356468
12923,tim,0.025354503
9467,knrl,0.025325011
10526,nom,0.025307951
12218,Sgs7,0.02530352
12738,Swim,0.025282722
11411,Prx5,0.025274977
653,BomS1,0.025259875
1001,CG10268,0.025223706
11447,Ptth,0.025198378
409,asrij,0.025173942
9659,Lk,0.025166506
6100,CG5382,0.025136929
7001,CG8861,0.025131911
4260,CG32536,0.025129603
12296,Sk1,0.025126832
7743,Cyp6a22,0.02511862
464,ATPsynB,0.02511085
5947,CG4858,0.025083415
8725,GNBP-like3,0.025071772
12153,SERCA,0.025060609
167,agt,0.02505187
4745,CG34248,0.025040792
11064,Pgk,0.024982397
7381,Cks30A,0.024982302
6763,CG7924,0.024981093
12544,spok,0.024978267
11461,Pvf2,0.024957905
5848,CG4594,0.024931924
2297,CG14258,0.024898928
7362,cib,0.02488634
731,bwa,0.024877176
3137,CG17278,0.024852874
11833,RpL35A,0.024849074
10206,MtnC,0.024838625
9401,Karybeta3,0.02481892
8283,emc,0.024802106
9879,meigo,0.024769766
3443,CG1941,0.024767179
1403,CG11710,0.024765668
8419,Fdx1,0.02476258
10372,ND-B18,0.024732048
7471,Corp,0.02471299
10350,ND-30,0.024711918
5268,CG42741,0.024694761
4372,CG33056,0.024694672
13114,Tsp42Ee,0.024669807
785,CAHbeta,0.02466569
13438,vir-1,0.02466203
13287,Ugt36E1,0.024660762
12158,sesB,0.024646275
8432,Fer2LCH,0.024631863
8868,GstE11,0.024612337
1798,CG13060,0.02460269
8588,gammaTry,0.024588283
2972,CG16713,0.024574837
2145,CG13887,0.024566514
2231,CG14102,0.024560658
5025,CG40486,0.024531139
6248,CG5955,0.02451894
13648,Zip48C,0.0244848
4115,CG32069,0.02447899
6166,CG5664,0.024478719
10345,ND-20,0.024434973
9178,Ilp7,0.024433946
1342,CG1146,0.024412418
11547,rad50,0.024394892
3141,CG17290,0.024380416
6356,CG6403,0.024365827
7286,CG9967,0.024333209
7545,Cpr64Ac,0.024321502
10363,ND-B14,0.024317265
10018,Mondo,0.024305144
9362,Jon25Bi,0.024298524
2813,CG15528,0.02429603
1578,CG12375,0.024281954
10353,ND-49,0.024275687
12082,sd,0.02427568
9359,JMJD5,0.024228647
13181,TwdlG,0.024160808
2266,CG14191,0.024159906
13619,yps,0.024155485
6760,CG7914,0.024155118
12051,Scgdelta,0.024140777
4106,CG32037,0.024136217
1184,CG10947,0.024118818
12395,sn,0.024075214
3833,CG31195,0.02407164
7163,CG9522,0.024052493
8038,Dr,0.024052206
6790,CG8026,0.024045149
2817,CG15533,0.024027795
9394,Kap-alpha3,0.024023565
8162,ed,0.02402237
3960,CG31633,0.024001798
2492,CG14687,0.023976697
5226,CG42662,0.0239764
2244,CG14130,0.023969261
2094,CG13737,0.02395955
10564,Npc2g,0.023959277
1475,CG12007,0.0239571
10032,Mpp6,0.023930972
8830,grim,0.023904575
3193,CG17574,0.023875453
10367,ND-B14.7,0.023874113
10964,Pcd,0.023863258
8691,Gli,0.02386133
4105,CG32036,0.023857519
9831,Mdh2,0.023835262
3293,CG18004,0.023801778
5507,CG43330,0.023758465
8508,frma,0.02373783
11320,pr,0.023733277
12722,Surf1,0.023714418
8599,Gas41,0.023712259
1990,CG13506,0.023698876
8752,Gpdh1,0.023687795
8878,GstE8,0.023683254
13440,vito,0.023652509
10904,p38b,0.023650164
12414,sNPF,0.023649123
13349,Usp12-46,0.023647282
8174,eEF1beta,0.023614526
9320,isoQC,0.023594767
7332,CHKov1,0.023587551
11354,prel,0.023585727
13335,UQCR-C2,0.02357733
11766,roh,0.023557223
11450,puc,0.023551654
3515,CG2444,0.023527836
11903,RpS30,0.023516996
10418,Nepl13,0.023501698
1804,CG13067,0.02348341
3962,CG31636,0.02347255
941,CG10035,0.023471171
11944,Rtf1,0.023464257
3302,CG18094,0.023450771
4889,CG3534,0.023408193
3050,CG17002,0.023378713
6468,CG6847,0.023372518
10395,Neb-cGP,0.023362225
4217,CG32373,0.023351477
10060,mRpL22,0.023350433
13532,wfs1,0.023347776
3064,CG17047,0.023333883
3622,CG30083,0.023320017
7157,CG9512,0.02330162
181,Akt1,0.023300404
1675,CG12730,0.023291733
2317,CG14300,0.023282178
11829,RpL32,0.023273785
7029,CG9005,0.023261918
9825,Mcr,0.023258422
9364,Jon25Biii,0.023253122
7331,chk,0.023252418
10202,Mtl,0.02324595
9681,loj,0.023244157
11879,RpS13,0.023185946
2598,CG14957,0.023185842
7874,Dh31,0.023151407
12002,sano,0.023146072
13516,wdn,0.023142694
11817,RpL23,0.02312355
10560,Npc2c,0.023121327
1803,CG13066,0.02312021
5132,CG4239,0.023072451
315,Apf,0.023061313
11924,Rrp42,0.023057658
5666,CG44004,0.023027468
6734,CG7829,0.023022214
7136,CG9416,0.023019578
10379,ND-SGDH,0.02297772
11818,RpL23A,0.022974683
223,alpha-Est2,0.022952544
13320,Unr,0.022940122
1325,CG11414,0.022936726
8716,GlyP,0.02292048
10359,ND-ACP,0.022913938
13584,Xrp1,0.022913387
11102,PHGPx,0.022909967
1115,CG10680,0.022887986
7114,CG9338,0.02288133
7245,CG9815,0.022881174
3221,CG17698,0.022878386
11042,Pfk,0.022867573
10919,pain,0.02284928
11505,Rab10,0.022845099
9771,mal,0.02284241
5794,CG45078,0.022833692
471,ATPsyndelta,0.022788685
1809,CG13071,0.02278414
651,BomBc2,0.02277185
11474,PyK,0.022753501
3089,CG17141,0.02275249
5120,CG42362,0.022748169
13064,trol,0.022735324
12012,Sarm,0.022735208
11781,Rpb12,0.022734998
473,ATPsynepsilonL,0.022734283
13059,Trissin,0.022724492
10472,NimB3,0.02270684
3895,CG31370,0.02270321
10737,Odc1,0.022700254
9922,MFS15,0.022697767
10260,Mvl,0.022696203
465,ATPsynbeta,0.022694446
7440,coil,0.022691105
12075,Scsalpha1,0.022679787
2710,CG15247,0.02267545
3258,CG17807,0.022675183
4742,CG34244,0.02266878
3621,CG30082,0.022667257
3710,CG30380,0.022632472
6342,CG6329,0.022630326
1050,CG10444,0.022621673
170,AhcyL2,0.0226166
4880,CG3513,0.022616211
13339,Uro,0.022584906
13491,Vta1,0.022579111
1989,CG13502,0.022541493
1366,CG11594,0.02250908
2219,CG14075,0.02249953
8201,eIF2Balpha,0.022494389
3392,CG18598,0.022477081
13646,Zip42C.1,0.02244245
10615,nudE,0.022430476
7785,D2hgdh,0.022416377
9651,Lip3,0.022394927
641,bnl,0.022340463
7048,CG9095,0.022335513
2160,CG13924,0.022325672
952,CG10073,0.022323161
7522,Cpr47Ee,0.022310885
78,Acox57D-p,0.022304526
806,CAP,0.022297937
5646,CG43920,0.022292979
12307,SkpC,0.022291271
12315,slbo,0.022277249
10056,mRpL19,0.022265576
13039,Trax,0.02226344
1513,CG12123,0.022237135
10990,Pdha,0.022236085
6619,CG7381,0.022234958
11606,Rcd4,0.02223348
10064,mRpL28,0.022232015
8222,eIF3k,0.02221399
10505,Nmda1,0.022207532
12344,slp1,0.022203332
1031,CG10361,0.02219113
6953,CG8646,0.022160342
9068,Hr51,0.022146916
4671,CG34159,0.022141831
7546,Cpr64Ad,0.02212918
5133,CG42390,0.022085333
11808,RpL14,0.022084568
1024,CG10345,0.022083543
11876,RpS10b,0.02207865
7111,CG9330,0.022065192
10743,Ogg1,0.022047663
11874,rpr,0.022038713
5699,CG44242,0.022007436
6767,CG7953,0.021999957
11323,PRAS40,0.021997744
13495,vvl,0.021994255
8457,Fit1,0.021989428
5161,CG42495,0.021987207
6439,CG6739,0.021979326
10290,Naa80,0.02195999
8658,Gfat1,0.021957237
8666,ghi,0.021955974
4748,CG34253,0.0219548
9753,mAcon1,0.021945344
12225,SH3PX1,0.021937005
5237,CG42681,0.021916874
7686,Cyp18a1,0.021915633
3657,CG30187,0.021914974
9215,insc,0.021904826
6690,CG7655,0.021876544
11844,RpL5,0.021873055
5761,CG44774,0.021867212
8240,eIF6,0.021865075
881,Cda5,0.021861456
5877,CG46303,0.021860901
10439,net,0.021852406
6465,CG6841,0.021850167
11116,PI31,0.021842923
4267,CG32554,0.021841928
12970,tnc,0.02184081
7763,cype,0.021830752
4612,CG33993,0.021824796
2442,CG14573,0.021815134
1813,CG13077,0.021807568
3779,CG31036,0.021796456
10555,NP15.6,0.021791473
13599,yellow-h,0.021790281
3803,CG31100,0.021761408
2743,CG15343,0.021715892
804,CanB2,0.021689598
1582,CG1239,0.021682978
6770,CG7966,0.021677254
9128,hzg,0.02167365
1615,CG12520,0.021669544
6680,CG7630,0.021664724
6244,CG5945,0.021640314
5211,CG42598,0.021629017
8922,ham,0.021624397
422,Atac2,0.021614576
6998,CG8854,0.021613203
999,CG10264,0.02160647
6265,CG6023,0.021597818
7792,Dad1,0.021595191
12911,thoc5,0.021586029
5345,CG4297,0.021545265
6870,CG8299,0.021535587
13582,XRCC1,0.021529458
10845,Oseg4,0.021529451
8085,Dtg,0.021525305
1769,CG13024,0.021507287
3957,CG31626,0.021502063
10362,ND-B12,0.021484857
3512,CG2310,0.02148362
13069,trpl,0.021482168
8157,eco,0.02146295
5333,CG42857,0.021445157
470,ATPsynD,0.021444792
3317,CG18179,0.021438906
1076,CG10516,0.021434488
2956,CG1632,0.02139439
10491,NK7.1,0.02138586
7866,Dgp-1,0.021347597
13077,Trs31,0.021346532
2462,CG14629,0.021330653
5246,CG42694,0.02132301
10828,Orcokinin,0.021303194
2291,CG14245,0.021297645
11057,PGAP2,0.021292409
7026,CG8997,0.02128726
13286,Ugt36D1,0.021287097
8949,hec,0.021285767
2662,CG15120,0.021281486
10409,Nep2,0.021274408
11058,PGAP3,0.021268234
4037,CG31808,0.02125527
3700,CG3036,0.021255177
13628,Zasp52,0.021251665
8496,FoxP,0.021223186
9531,l(2)k05911,0.021209273
7230,CG9760,0.021196477
3114,CG17211,0.02119507
3646,CG30154,0.021125712
9959,Mip,0.02112391
8217,eIF3g1,0.021119907
4721,CG34215,0.021110155
11901,RpS29,0.021105709
1930,CG13360,0.021096611
6570,CG7231,0.021093544
2083,CG13716,0.021092683
7186,CG9616,0.021083098
11966,RyR,0.02107756
11208,Plod,0.021064911
7373,ckd,0.021061176
8689,glec,0.021058578
2298,CG14259,0.021055479
1346,CG11498,0.021053484
5042,CG4115,0.021051146
1384,CG11658,0.021048157
2454,CG14615,0.021041377
6909,CG8475,0.021039627
2999,CG16790,0.021006217
10361,ND-ASHI,0.021000156
11170,Pisd,0.02098704
1763,CG13014,0.020979581
7712,Cyp4aa1,0.02097362
7046,CG9083,0.020968772
12045,SCCRO4,0.020952336
1976,CG13465,0.0209503
1042,CG10413,0.020917863
6567,CG7220,0.020912632
3524,CG2608,0.020905575
10963,PCB,0.020895805
8858,GstD2,0.02088831
11141,PIG-M,0.020887759
7708,Cyp317a1,0.020872097
8661,gfzf,0.020871105
9569,LanA,0.020849902
2946,CG15927,0.02083649
9504,l(1)G0193,0.020833395
7709,Cyp318a1,0.020815982
1554,CG12279,0.020807352
661,BomT3,0.020807348
12434,Sobp,0.020797428
2155,CG13912,0.020795107
9647,link,0.020792237
5520,CG43346,0.020787967
7361,CIAPIN1,0.020787572
11794,RpII18,0.020772014
11878,RpS12,0.020771477
3908,CG31431,0.02076567
4229,CG32428,0.02076094
467,ATPsynC,0.020758107
5057,CG4186,0.02075211
7276,CG9928,0.020736085
5565,CG4364,0.020729214
186,Alas,0.02071205
12374,Sms,0.020703474
5602,CG43759,0.020696409
3148,CG17327,0.020693308
12851,Tdc1,0.020693034
9692,Loxl2,0.020687215
9441,klar,0.02068325
8673,Gip,0.020648763
33,AANAT1,0.020648533
9199,inaF-B,0.020638233
12620,ssp2,0.020637855
8589,gammaTub23C,0.020620847
7775,Cyt-c1,0.020581072
1074,CG10513,0.020577436
7774,Cyt-c-p,0.020575041
1857,CG13177,0.020568356
476,ATPsyngamma,0.020554667
3210,CG17652,0.020540103
10398,Nedd8,0.020502489
7744,Cyp6a23,0.020501984
10583,nrv3,0.020487703
4789,CG34305,0.020469198
11811,RpL18,0.020463552
11492,Qsox1,0.02045881
968,CG10140,0.020451562
11716,Rift,0.020439936
663,bond,0.020438729
7905,Dif,0.02043217
4834,CG34409,0.02040008
6204,CG5810,0.020391677
9152,Idh3a,0.020386046
5393,CG43109,0.020383473
11804,RpL11,0.020375993
1101,CG10623,0.020368896
10875,Ostgamma,0.02035793
6367,CG6428,0.020357776
945,CG10051,0.020357007
12236,shd,0.020351231
2206,CG14044,0.02034197
3923,CG31469,0.020339562
195,Alg10,0.020320008
412,AstA,0.02031525
7929,disco-r,0.020312414
13421,VhaM9.7-b,0.020295907
3944,CG31548,0.020294119
10351,ND-39,0.020290969
6516,CG7044,0.02028075
6859,CG8245,0.020271348
8357,Exd2,0.020258326
687,brn,0.020255217
3370,CG18508,0.020251561
552,be,0.020249037
12527,Spn42Dd,0.020246375
9806,mbf1,0.020238841
8634,Gcn5,0.02022563
9775,Mal-A4,0.020218408
9810,Mbs,0.020218283
10530,Non1,0.020214574
6161,CG5644,0.020207642
11344,pre-mod(mdg4)-L,0.020197526
8166,Edg78E,0.02017749
2580,CG14903,0.020177076
436,Atg16,0.020153657
7118,CG9360,0.02012946
12887,tfc,0.020109782
6501,CG6983,0.020087844
12325,slgA,0.020081876
7766,Cys,0.020081587
2425,CG14543,0.020079102
11518,Rab30,0.020078693
8887,GstT4,0.020066436
10317,Naprt,0.020066392
1449,CG11891,0.020062892
1114,CG10674,0.020054223
7718,Cyp4c3,0.020052923
11136,PIG-F,0.020052431
13117,Tsp42Eh,0.020037642
5936,CG4822,0.020035852
11836,RpL37a,0.020035813
9931,mgl,0.020029189
13094,Tsf1,0.020026742
9628,Lfg,0.020010807
2565,CG14860,0.020007731
11014,Pepck1,0.019995278
6784,CG8005,0.01999498
1104,CG10638,0.01998448
9374,Jon99Ciii,0.019979289
5003,CG40006,0.01997783
5654,CG43954,0.01995843
13250,Ucp4A,0.019951543
5292,CG42797,0.019944951
7273,CG9922,0.019942513
703,Bsg25A,0.019941408
1206,CG11034,0.0199392
4580,CG33784,0.019931521
12898,Tgi,0.019891446
2978,CG1673,0.019885117
2597,CG14949,0.019862892
1020,CG10340,0.019851875
6761,CG7916,0.019820808
4576,CG33774,0.0198163
8079,Dsk,0.019802146
2648,CG15083,0.019795878
10658,Oat,0.019790702
1334,CG11444,0.01978064
12402,SNCF,0.01977974
4962,CG3781,0.019772477
5363,CG43066,0.01976641
7687,Cyp28a5,0.019763878
6553,CG7179,0.019756211
1816,CG13082,0.019752132
425,Ate1,0.019749677
10745,ohgt,0.019743891
11167,PIP82,0.019729566
10757,opm,0.019728046
12441,Sodh-1,0.019717583
12081,scyl,0.019706862
12701,Su(Tpl),0.019705206
9385,jv,0.019680373
6049,CG5181,0.01966504
1122,CG10725,0.019650819
7717,Cyp4ae1,0.019646062
929,cerv,0.019640312
11813,RpL19,0.019629095
10352,ND-42,0.019618265
8735,goe,0.019615255
4854,CG34446,0.019614097
1087,CG10570,0.01960333
13533,wg,0.019599501
2630,CG15027,0.019587012
3536,CG2681,0.019585384
11805,RpL12,0.01958498
3329,CG18262,0.019575002
783,CAH8,0.019571427
1550,CG12267,0.019540891
9561,Lac,0.019522654
2097,CG13742,0.019522648
4710,CG34203,0.019519089
8784,Gr47b,0.019517059
6773,CG7974,0.019503644
4379,CG33080,0.019497514
11212,plx,0.019496053
8170,edl,0.019495226
1371,CG11601,0.019491458
13664,ZnT77C,0.019473042
4357,CG3295,0.019464375
1191,CG10960,0.019462952
12874,Tep3,0.019458028
12070,scramb1,0.019447044
6523,CG7071,0.019444607
11659,RFeSP,0.01944351
1909,CG13311,0.019443197
12672,Stlk,0.019431923
7921,DIP-lambda,0.019417826
9951,mIF3,0.019412618
7833,DCTN6-p27,0.019396503
4512,CG33521,0.019383734
12427,Snx21,0.01937767
4601,CG33947,0.019367864
13357,Usp39,0.019348314
12439,Sod2,0.019341296
6343,CG6330,0.019333178
9909,mew,0.019323412
10485,NiPp1,0.019323107
2884,CG15715,0.019308498
11022,Pex10,0.019303277
10012,Moe,0.019295031
12128,SelR,0.019279014
12591,Srp14,0.019277068
1734,CG12945,0.019276302
5879,CG46306,0.019268908
11554,RagA-B,0.019253721
1073,CG10512,0.019241855
10117,mRpS9,0.019221786
13460,Vps15,0.019221662
12326,Slh,0.01921245
3976,CG31664,0.019210536
8373,fabp,0.01920961
8274,EloC,0.019209176
187,alc,0.01919424
2581,CG14905,0.019186538
13509,Wbp2,0.019186407
2603,CG14964,0.019180166
13341,Uros1,0.019180018
12405,sni,0.019177645
5271,CG42749,0.019171325
13235,UbcE2M,0.01916438
9254,Ir41a,0.019162765
6957,CG8665,0.019160694
6223,CG5882,0.019146454
11785,Rpb8,0.019146292
7339,CHOp24,0.01914305
8070,ds,0.019141247
9801,mav,0.01913526
7610,Crz,0.019119143
6096,CG5376,0.019112652
8382,Fancd2,0.019105095
13010,TotX,0.019099427
5041,CG41128,0.019093964
2119,CG13813,0.01908666
11023,Pex11,0.01908332
355,Arl5,0.01907349
9558,L2HGDH,0.0190566
7909,dimm,0.01905297
3945,CG31549,0.019003967
12244,shot,0.01898758
9179,Ilp8,0.01898263
9372,Jon74E,0.018975137
10971,Pcmt,0.018973086
2573,CG14881,0.018962368
12172,Sf3b5,0.018955156
1875,CG13227,0.018954692
