,feature,importance
8229,eIF6,0.024429291
11194,plh,0.02442758
13053,trol,0.024392435
4218,CG32428,0.024369016
3182,CG17574,0.024350459
1173,CG10947,0.024349028
7722,Cyp4s3,0.02434736
6237,CG5955,0.024337795
957,CG10140,0.024322836
4731,CG34244,0.024319848
362,Arpc4,0.024279438
6348,CG6414,0.024261553
13324,UQCR-C2,0.0242597
11297,PPO3,0.02423555
630,bnl,0.024233848
13048,Trissin,0.02422577
13480,Vta1,0.024221625
4657,CG34149,0.024193939
9114,Hydr2,0.02417852
13423,vilya,0.024174934
5121,CG4239,0.024130704
7988,DOR,0.02412567
12384,sn,0.024118813
7370,Cks30A,0.024091428
9820,Mdh2,0.024079157
5993,CG5037,0.024055725
10339,ND-30,0.024050174
13637,Zip48C,0.024044331
10334,ND-20,0.024040543
10592,Ntan1,0.024013164
12912,tim,0.023948373
10494,Nmda1,0.02390646
3689,CG3036,0.023833007
6987,CG8854,0.023818605
5147,CG42489,0.023813812
1948,CG13427,0.023797225
8680,Gli,0.023795975
8478,fok,0.023750339
3076,CG17134,0.023723356
3884,CG31370,0.023707923
1743,CG13000,0.023706645
344,Arl5,0.023701841
7471,COX5A,0.023692403
12096,Sec22,0.023688937
5400,CG43135,0.023684464
7535,Cpr64Ad,0.023673967
11954,RYBP,0.023671282
7035,CG9083,0.02363204
5014,CG40486,0.023631567
12223,Shawn,0.023620298
7320,chk,0.023613866
2083,CG13737,0.023592131
8163,eEF1beta,0.023557361
2270,CG14223,0.02354871
13608,yps,0.02353184
6254,CG6023,0.023515357
11770,Rpb12,0.023513073
7321,CHKov1,0.02351074
454,ATPsynbeta,0.023509964
793,CanB2,0.023509158
411,Atac2,0.023507863
11806,RpL23,0.023506507
6428,CG6739,0.023496196
2637,CG15083,0.023490721
11863,rpr,0.023468742
4095,CG32037,0.023447238
8241,Eip55E,0.023446664
9814,Mcr,0.023437884
177,Ald1,0.023417601
5156,CG42518,0.023405323
2305,CG14298,0.023403786
4475,CG33460,0.023403106
7673,Cyp12d1-p,0.023398146
9868,meigo,0.023385724
10647,Oat,0.023374187
3792,CG31100,0.02335367
13028,Trax,0.023320334
10021,Mpp6,0.023313416
3967,CG31673,0.023287958
10357,ND-B15,0.023280695
7592,CROT,0.02324527
6622,CG7430,0.023239516
4778,CG34305,0.023229076
12727,Swim,0.02320378
1392,CG11710,0.023195146
5715,CG4440,0.023185404
7175,CG9616,0.023177028
9188,inaF-B,0.023166662
3610,CG30082,0.023158994
10279,Naa80,0.023156095
13109,Tsp42Ek,0.023141399
7125,CG9416,0.023135204
1020,CG10361,0.023126204
2961,CG16713,0.023096265
3933,CG31548,0.02308442
7707,Cyp4c3,0.023038713
6776,CG8009,0.023025911
2280,CG14245,0.023025673
7781,Dad1,0.02301383
12071,sd,0.022978023
2481,CG14687,0.022955943
9204,insc,0.022955218
7265,CG9928,0.022954116
3822,CG31195,0.022954052
2802,CG15528,0.02294881
9493,l(1)G0193,0.022943765
9141,Idh3a,0.022904221
4878,CG3534,0.022903735
7764,Cyt-c1,0.02288328
13106,Tsp42Eh,0.022872146
453,ATPsynB,0.022871174
10604,nudE,0.022870526
7732,Cyp6a22,0.02286608
5150,CG42495,0.022859052
2722,CG15309,0.022857564
11991,sano,0.022837566
9348,JMJD5,0.022834439
186,Alg14,0.022832034
744,cactin,0.022780538
6457,CG6847,0.022776414
7511,Cpr47Ee,0.022776172
2121,CG13856,0.02275714
988,CG10264,0.0227463
3646,CG30187,0.022736676
4009,CG31777,0.022728732
5031,CG4115,0.022707788
3359,CG18508,0.02268795
4734,CG34248,0.022683844
8741,Gpdh1,0.022662893
11463,PyK,0.022636065
1141,CG10853,0.022634361
5382,CG43109,0.022615263
9413,kel,0.022613622
13276,Ugt36E1,0.022592038
12279,Sirup,0.02258962
2757,CG15412,0.022585748
10857,Osi7,0.022547618
5086,CG42319,0.022540914
1464,CG12007,0.022537423
13429,vito,0.02252947
10896,p53,0.022520386
8588,Gas41,0.022519745
2732,CG15343,0.022499712
6723,CG7829,0.022489095
9790,mav,0.022484872
4482,CG33469,0.022484634
10515,nom,0.022482045
4660,CG34159,0.022457223
13470,Vps60,0.02244742
205,Alp8,0.022426436
7863,Dh31,0.022423305
11892,RpS30,0.022418771
9911,MFS15,0.022415351
12128,Send2,0.022411361
6089,CG5382,0.022365618
9670,loj,0.02236467
1039,CG10444,0.022330308
10979,Pdha,0.02232983
12900,thoc5,0.022306798
8816,Grd,0.022292847
2220,CG14102,0.022289945
3949,CG31633,0.022284664
13410,VhaM9.7-b,0.022284333
9242,Ir40a,0.022281872
425,Atg16,0.02227654
1438,CG11891,0.022273581
5215,CG42662,0.022265594
5046,CG4186,0.022263147
10641,Nxt1,0.02225775
13108,Tsp42Ej,0.022255762
720,bwa,0.0222047
8773,Gr47b,0.022200044
8911,ham,0.022176173
5226,CG42681,0.022175457
456,ATPsynC,0.022148278
4256,CG32554,0.022123901
2072,CG13716,0.022120753
3513,CG2608,0.022115752
3247,CG17807,0.02210368
9362,Jon99Ci,0.022099156
5925,CG4822,0.022097446
1752,CG13014,0.022080995
12304,slbo,0.022057353
10519,Non1,0.022057066
3381,CG18598,0.022028381
6559,CG7231,0.022025643
2988,CG16790,0.022017002
10352,ND-B14,0.021995774
11031,Pfk,0.021994196
10356,ND-B14.7,0.021984383
8446,Fit1,0.021980992
304,Apf,0.021970589
5837,CG4594,0.021953003
10112,Ms,0.021948377
12225,shd,0.021946505
10249,Mvl,0.021933356
3768,CG31036,0.021925416
459,ATPsynD,0.021915693
7733,Cyp6a23,0.021911096
3718,CG30423,0.021910315
6779,CG8026,0.021897506
111,AdamTS-A,0.02189228
3103,CG17211,0.02187836
9558,LanA,0.02186908
6321,CG6294,0.02186274
11312,PRAS40,0.021861522
7508,Cpr47Eb,0.021835089
11913,Rrp42,0.021826914
6212,CG5882,0.021821147
3432,CG1941,0.021794606
12546,Spt-I,0.021790951
13058,trpl,0.021757709
650,BomT3,0.021755535
10549,Npc2c,0.021752443
4589,CG33946,0.021748425
3611,CG30083,0.021732204
541,be,0.021729326
5239,CG42700,0.021710103
1502,CG12123,0.021687765
6331,CG6329,0.021686237
5866,CG46303,0.021663379
3501,CG2310,0.02165473
9961,Mitofilin,0.021648858
12320,Slimp,0.021644033
934,CG10051,0.021637645
7143,CG9498,0.021630088
12430,Sodh-1,0.021627521
1805,CG13082,0.021611039
7752,cype,0.021605896
1978,CG13502,0.021593474
5688,CG44242,0.021593088
401,AstA,0.021581179
4869,CG3513,0.02155974
663,bowl,0.021545546
8074,Dtg,0.021523736
11705,Rift,0.021506038
3444,CG2003,0.021474104
1543,CG12279,0.021452684
11818,RpL32,0.021440977
12333,slp1,0.021435708
4552,CG33752,0.021433411
5257,CG42741,0.021432307
6859,CG8299,0.021429382
4007,CG31775,0.021424972
8655,ghi,0.02142318
11201,plx,0.021419453
10880,Oxp,0.021373736
9547,L2HGDH,0.021365006
9456,knrl,0.021355445
8623,Gcn5,0.021347443
11760,roq,0.021343011
12040,Scgdelta,0.02132753
1965,CG13465,0.021295937
11868,RpS13,0.021289751
5740,CG4462,0.021267813
10342,ND-49,0.021261098
7675,Cyp18a1,0.021259546
2233,CG14130,0.021254793
1793,CG13067,0.021253776
8155,Edg78E,0.021253085
10553,Npc2g,0.021237968
10306,Naprt,0.021235822
5122,CG42390,0.021226963
5334,CG4297,0.021197615
12403,sNPF,0.021187514
10341,ND-42,0.021146366
460,ATPsyndelta,0.0211415
462,ATPsynepsilonL,0.021141475
8650,gfzf,0.0211382
5666,CG4407,0.021114118
9803,Mccc2,0.021103552
2945,CG1632,0.021089738
7219,CG9760,0.021075916
5643,CG43954,0.021072878
5509,CG43346,0.021055385
2286,CG14258,0.021007266
11865,RpS10b,0.020994551
4193,CG32302,0.020994013
2967,CG1673,0.020989431
4823,CG34409,0.020984674
6942,CG8646,0.020983983
5030,CG41128,0.020979244
6150,CG5644,0.02097212
11507,Rab30,0.020961711
9681,Loxl2,0.020953791
2431,CG14573,0.02094169
4305,CG32736,0.02092728
2134,CG13887,0.020921644
414,Ate1,0.020908715
4737,CG34253,0.020908523
9948,Mip,0.020907238
10106,mRpS9,0.02090471
772,CAH8,0.020887755
10562,Nplp4,0.020887658
3934,CG31549,0.02088206
3137,CG17327,0.020870628
9309,isoQC,0.020851111
7018,CG9005,0.020850157
6556,CG7220,0.020846143
12117,SelR,0.020841695
7234,CG9815,0.020839948
7855,Dgp-1,0.02083922
12840,Tdc1,0.02083338
3130,CG17290,0.020819543
1065,CG10516,0.02081872
7152,CG9522,0.02080676
12959,tnc,0.020777784
13430,vkg,0.020773983
9742,mAcon1,0.020765733
11494,Rab10,0.020762108
1335,CG11498,0.020760821
13427,vir-1,0.02076028
67,Acox57D-p,0.02074739
1979,CG13506,0.02073109
10407,Nepl13,0.020721609
12314,slgA,0.020715334
12161,Sf3b5,0.020707052
3018,CG16926,0.020704674
9117,hzg,0.020704646
8857,GstE11,0.020701466
2086,CG13742,0.020686131
8027,Dr,0.020679379
5868,CG46306,0.020679066
7429,coil,0.02067692
7100,CG9330,0.020661538
6490,CG6983,0.020652412
4601,CG33993,0.020642653
8164,eEF1delta,0.020642266
10726,Odc1,0.020635225
1723,CG12945,0.02062947
3601,CG30059,0.02062855
12142,SERCA,0.020628517
13571,XRCC1,0.020616144
7107,CG9360,0.020614794
10049,mRpL22,0.020608133
3209,CG17691,0.020606712
10398,Nep2,0.020605562
10458,NimA,0.02058755
11400,Prx5,0.020560153
1314,CG11414,0.020547915
10348,ND-ACP,0.020523231
5005,CG40298,0.02052292
5235,CG42694,0.020512892
7657,CycC,0.02048784
1355,CG11594,0.020485207
12214,SH3PX1,0.02046691
3897,CG31431,0.020463817
9648,Lk,0.020461515
1782,CG13054,0.020454952
10908,pain,0.020451698
6990,CG8861,0.020444758
10953,Pcd,0.02043721
339,ari-1,0.020431327
9297,Irc,0.020402106
941,CG10073,0.020397393
5601,CG43780,0.020369506
9920,mgl,0.020356555
2996,CG16820,0.02035572
5783,CG45078,0.020351201
853,Ccp84Ae,0.020347742
6659,CG7568,0.020339865
9243,Ir41a,0.02033585
774,CAHbeta,0.020335615
13088,tsh,0.020330869
13061,TrpRS,0.020302612
13522,wg,0.020295853
6633,CG7484,0.020294555
8485,FoxP,0.020293046
1787,CG13060,0.02025587
10053,mRpL28,0.020232629
3053,CG17047,0.02022629
9617,Lfg,0.020222055
7629,Ctr1B,0.020218851
12690,Su(Tpl),0.020196086
12863,Tep3,0.020150637
9390,Karybeta3,0.020132916
7460,Corp,0.020124406
11774,Rpb8,0.020119345
1611,CG12539,0.020101493
11182,Pkg21D,0.020090284
7362,ckd,0.020087924
3965,CG31664,0.020085389
11309,pr,0.02008404
4710,CG34215,0.02007832
11091,PHGPx,0.020065948
6454,CG6841,0.020061683
12561,sqd,0.020055668
2351,CG14397,0.020048732
12887,Tgi,0.020047864
11022,Pex6,0.020032035
13544,wrapper,0.02002814
13083,Tsf1,0.020025939
4966,CG3842,0.020013666
2554,CG14860,0.020012783
10350,ND-ASHI,0.020000385
3210,CG17698,0.019992445
10911,Pak3,0.019990627
10428,net,0.019973604
7697,Cyp317a1,0.019944714
7894,Dif,0.019937608
1063,CG10513,0.019924872
6679,CG7655,0.019919278
3504,CG2444,0.01991775
3291,CG18094,0.019917272
6345,CG6403,0.019894613
2287,CG14259,0.019886618
3730,CG30458,0.019882336
9002,hkb,0.019874567
10017,Mpc1,0.019869504
11197,Plod,0.019868331
153,Agpat2,0.019848607
1013,CG10345,0.019837424
3199,CG17652,0.01982707
10191,Mtl,0.019825792
8311,eRF1,0.019801542
13066,Trs31,0.019799873
816,cathD,0.01978924
9180,ImpL1,0.019777259
8647,Gfat1,0.019769242
4992,CG40006,0.019767072
7328,CHOp24,0.01971933
8705,GlyP,0.01971638
5332,CG4293,0.019712895
11867,RpS12,0.019708928
7350,CIAPIN1,0.019703323
12263,simj,0.019684771
476,Atxn7,0.019683972
13256,Ugt302C1,0.01968242
325,Arc42,0.019680081
2599,CG14977,0.01967664
3699,CG30380,0.019659488
2592,CG14964,0.019657576
9374,jv,0.019615894
7706,Cyp4ae1,0.019614704
11793,RpL11,0.019588439
3282,CG18004,0.019583132
13536,Wnt2,0.019569991
10716,Ocho,0.019560125
4346,CG3295,0.019557446
11802,RpL19,0.019544305
11890,RpS29,0.01953736
11974,sad,0.01952734
8211,eIF3k,0.01952606
10864,Ostgamma,0.019514995
9363,Jon99Ciii,0.019509466
8454,Fkbp59,0.019467043
11481,Qsox1,0.019448616
11047,PGAP3,0.019426802
6750,CG7916,0.019421121
10351,ND-B12,0.019420084
13102,Tsp42Ed,0.019415488
5951,CG4914,0.019407956
6756,CG7953,0.019405967
12001,Sarm,0.019405343
3126,CG17278,0.019401977
10746,opm,0.019401873
5535,CG43403,0.019399436
1009,CG10340,0.01939632
2806,CG15533,0.019395119
13228,ubl,0.01938359
1180,CG10960,0.019381786
6898,CG8475,0.01937887
13330,Uros1,0.019378139
9353,Jon25Biii,0.019367466
1076,CG10570,0.019360766
6882,CG8379,0.019356146
1539,CG12267,0.019351339
12363,Sms,0.019351011
212,alpha-Est2,0.01934024
7530,Cpr62Bb,0.019337809
9231,Ipk2,0.019328175
8905,Had1,0.019323394
8190,eIF2Balpha,0.019321231
2144,CG13912,0.019321084
10637,nwk,0.019317398
11833,RpL5,0.019311914
6856,CG8289,0.019296996
2306,CG14300,0.019287702
11105,PI31,0.019280123
3170,CG17508,0.019274464
5139,CG42460,0.019268617
6762,CG7974,0.019241465
5750,CG44774,0.019205878
10878,ox,0.019200562
287,AOX2,0.019200498
10045,mRpL19,0.019194126
9959,Mis12,0.019186357
10675,Obp56a,0.019184606
11807,RpL23A,0.019182894
12446,Sox102F,0.019179365
6895,CG8460,0.019164905
10941,Patsas,0.01915272
465,ATPsyngamma,0.019146845
7701,Cyp4aa1,0.01914223
11800,RpL18,0.01914121
13275,Ugt36D1,0.019140175
795,CAP,0.01913719
12034,SCCRO4,0.019135095
13353,Uxs,0.019134862
2443,CG14615,0.019133054
13521,wfs1,0.019128162
11333,pre-mod(mdg4)-L,0.019126762
6486,CG6972,0.019122576
622,blow,0.019099358
5200,CG42598,0.0190784
1373,CG11658,0.019062936
10980,Pdhb,0.019062707
58,Acer,0.01905339
12332,slow,0.019048566
8499,Frq2,0.019034809
6997,CG8908,0.019033141
11125,PIG-F,0.019022634
2189,CG14022,0.019016879
4501,CG33521,0.019016467
7754,cyr,0.01901554
10176,mthl10,0.01901043
2195,CG14044,0.019010248
6233,CG5945,0.019004537
7430,Col4a1,0.018993355
7763,Cyt-c-p,0.018988201
10417,Nepl4,0.018987944
3306,CG18179,0.01898603
3318,CG18262,0.018979276
8362,fabp,0.018967977
5554,CG4364,0.018956453
9799,Mbs,0.018953249
10461,NimB3,0.018932905
1426,CG11843,0.018932328
9940,mIF3,0.018931802
2587,CG14957,0.018905185
590,betaTub97EF,0.018884603
7149,CG9518,0.018873699
10544,NP15.6,0.018873015
1664,CG12730,0.018868903
711,Buffy,0.018862747
1093,CG10638,0.01884909
815,Cat,0.018845342
13346,Usp39,0.018835137
1103,CG10674,0.018831398
2551,CG14856,0.018827846
7755,Cys,0.018822983
11046,PGAP2,0.018813793
8346,Exd2,0.01881174
1323,CG11444,0.018811256
8887,GXIVsPLA2,0.01878823
6946,CG8665,0.01878241
2108,CG13813,0.018779721
1210,CG11085,0.01875405
6872,CG8329,0.018727068
3581,CG30015,0.018721908
4026,CG31808,0.018721646
870,Cda5,0.01871193
2553,CG1486,0.01868983
8724,goe,0.018688852
10368,ND-SGDH,0.018683294
8149,ect,0.018678812
2856,CG15650,0.018653153
8745,Gpo1,0.018649396
11955,RyR,0.01864612
9640,Lip3,0.018645506
4722,CG34229,0.018641712
10215,muc,0.018638121
3338,CG18367,0.018623263
9172,IM4,0.018592034
13588,yellow-h,0.018569324
13328,Uro,0.018568717
13635,Zip42C.1,0.018563265
3336,CG18343,0.01856216
898,Cdk9,0.018561386
11825,RpL37a,0.018539816
8258,elm,0.018537486
676,brn,0.018531973
930,CG10035,0.018518113
7910,DIP-lambda,0.018515376
7774,D2hgdh,0.018513024
10019,Mpcp2,0.01849971
10303,Nap1,0.01849149
13350,Usp8,0.018483916
10057,mRpL33,0.018478448
12391,SNCF,0.018473413
6332,CG6330,0.018464793
5635,CG43920,0.018464
13505,wdn,0.018459007
13618,Zasp66,0.018456921
2457,CG14636,0.018452752
11894,RpS4,0.018452583
4865,CG3500,0.01845139
8847,GstD2,0.01844933
7177,CG9626,0.018442467
6236,CG5953,0.018435912
8309,epsilonTry,0.018433634
1758,CG13024,0.018429447
10435,Neurochondrin,0.018417947
11159,Pisd,0.018406898
10001,Moe,0.018398602
9655,LManIII,0.018393375
11794,RpL12,0.018389717
5914,CG4770,0.018379062
5281,CG42797,0.018376993
825,Cbp20,0.01836708
3635,CG30154,0.018344237
